零部件名称,生产企业,生产所属地,供给情况,采集来源,来源链接,采集时间,备注
焊接机器人,库卡机器人有限公司,广州,供给良好,机器人产业发展联席会,https://www.kuka.com,,
动力系统集成,保时捷汽车公司,上海,供给紧张,国际汽车制造与工业协会,https://www.porsche.com,,
电子控制单元(ECU),华为技术有限公司,深圳,供给足够,全球智能驾驶技术协会,http://www.huawei.com,,
电动转向系统,天津力神液压股份有限公司,天津,供给稳定,国际液压工程师协会,http://www.nhpa.org,,
电动转向系统,上海汽车集团股份有限公司,上海,供给稳定,中国汽车工业协会,https://www.caam.org.cn,,
激光雷达,大疆创新科技有限公司,深圳,供给紧张,中国无人驾驶协会,http://www.ida.org.cn,,
传感器模块,华为技术有限公司,深圳,供给稳定,信息与通信技术协会,https://www.itu.int,,
柴油机,潍柴动力股份有限公司,潍坊,供给良好,中国机械工程协会,http://www.cme.org.cn,,
复合材料车身,中航工业复材公司,北京,供给稳定,航空复合材料研究院,https://www.composites.org.cn,,
电池管理系统,比亚迪股份有限公司,深圳,供给缓解,中国电动车技术协会,http://www.ev-china.org.cn,,
发动机控制单元,东风汽车公司,武汉,供给良好,汽车电子技术协会,http://www.auto-electronics.org,,
中央处理器,上海华虹半导体制造有限公司,上海,供给紧张,中国半导体行业协会,http://www.csia.org.cn,,
车载充电器,特斯拉中国,上海,供给稳定,全球电动车产业协作平台,http://www.cev.com,,
高压泵,广州汽车集团乘用车有限公司,广州,供给稳定,中国汽车动力系统协会,http://www.caps.org.cn,,
电源模块,瑞萨电子股份有限公司,深圳,供给良好,电子元器件行业协会,http://www.ecia.org,,
液压制动系统,亚太汽车工业技术有限公司,昆山,供给缓解,中国汽车制动科技委员会,http://www.china-brake.org.cn,,
充电桩,宁德时代新能源科技股份有限公司,宁德,供给稳定,中国充电设施产业协会,http://www.evs-china.org,,
空调压缩机,南方精密机械公司,南宁,供给紧张,家用电器行业协会,http://www.appliance.org.cn,,
车轮传感器,福特汽车公司,美国底特律,供给稳定,美国汽车工程师协会,https://www.sae.org,,
智能仪表盘,博世集团中国,合肥,供给良好,中国智能汽车产业发展研究院,http://www.saira.org.cn,,
刹车片,曼牌滤清器公司,德国,供给稳定,国际汽车制造商协会,https://www.oica.net,,
涡轮增压发动机,中国重汽集团,济南,供给良好,中国内燃机工业协会,http://www.ciima.org,,
车载导航系统,华为技术有限公司,深圳,供给稳定,中国电子信息产业发展研究院,http://www.ciiid.com,,
锂电池模块,比亚迪股份有限公司,深圳,供给良好,电动车行业协会,http://www.evasiam.org,,
汽车座椅,万丰奥特控股集团有限公司,浙江省温州,供给紧张,中国汽车座椅产业网,http://www.chinaseats.com,,
涡轮增压器,涡轮科技股份有限公司,德国,供给正常,国际发动机领域技术报告,https://www.turbotech.com,,
电子控制单元,法雷奥汽车电子（上海）有限公司,上海,供给稳定,汽车电子技术杂志,http://www.autoec.com,,
行车记录仪,前景科技,杭州,供给稳定,汽车安全与防护研究中心,http://www.autosafety.org,,
内饰材料,浙江新宇材料股份有限公司,浙江省绍兴,供给良好,汽车内饰论坛,http://www.autointerior.com,,
制动片,福特汽车公司,美国密歇根,供给紧张,汽车制动技术协会,https://www.brakeassociation.com,,
汽油滤清器,曼滤清器（中国）有限公司,天津,稳定供给,中国汽车零部件采购协会,http://www.partsassociation.cn,,
智能后视镜,小米科技,北京,供给稳定,智能驾驶技术研究中心,http://www.smartdriving.com,,
无人驾驶传感器,百度Apollo,北京,供给良好,无人驾驶技术协会,http://www.apollo.org.cn,,
动力总成控制系统,长安汽车股份有限公司,重庆,供给缓解,中国汽车工业协会,https://www.caam.org.cn,,
车身电子控制模块,博世（中国）投资有限公司,苏州,稳定供给,全球汽车技术标准组织,https://www.iso.org,,
裂纹检测仪,伟巴斯特集团,德国,供给正常,汽车配件质量监测中心,https://www.wabco.com,,
智能车载摄像头,地平线机器人科技,北京,供给良好,智能科技产业发展研究院,http://www.horizon.ai,,
电动助力转向系统,大陆集团,德国,稳定供给,欧洲汽车零部件会议,https://www.continental.com,,
电池管理系统,宁德时代新能源科技股份有限公司,宁德,供给缓解,新能源及其应用技术杂志,https://www.catl.com,,
滤清器,普利司通（中国）有限公司,南昌,供给正常,国际滤清器行业协会,https://www.bridgestone.com.cn,,
悬挂系统,江铃汽车股份有限公司,江西省南昌,供给稳定,中国汽车悬挂技术论坛,http://www.carsuspension.cn,,
车身框架,上海汽车集团股份公司,上海,供给充足,中国汽车产业发展研究院,https://www.caiia.org.cn,,
电动车充电桩,特来电科技有限公司,南京,供给紧张,新能源汽车技术进步报告,https://www.evtech.org.cn,,
刹车片,亚太汽车制动器有限公司,武汉,稳定供给,汽车维修与保养指南,https://www.autorepair.org.cn,,
燃料电池,氢能科技有限公司,郑州,供给缓解,国际氢能协会,https://www.ijha.org,,
电子控制单元,华为技术有限公司,深圳,供给稳定,智能汽车产业发展报告,https://www.huawei.com,,
车载摄像头,大疆创新科技有限公司,深圳,供给良好,中国无人机产业协会,https://www.dji.com,,
混合动力系统,比亚迪汽车有限公司,深圳,供给充足,新能源汽车市场分析报告,https://www.byd.com,,
驱动电机,国能电池科技有限公司,合肥,供给紧张,国家电池产业政策研究,https://www.nationalbattery.org.cn,,
轻量化复合材料,西南交通大学材料研究所,成都,供给良好,材料科学期刊,https://www.swjtu.edu.cn,,
车载信息娱乐系统,小米科技有限公司,北京,供给稳定,智能车发展蓝皮书,https://www.mi.com,,
安全气囊,普利司通公司,日本,稳定供给,国际汽车安全论坛,https://www.bridgestone.com,,
变速箱,德国采埃孚股份公司,德国,供给充足,德国汽车行业协会,https://www.zf.com,,
车轮胎,米其林公司,法国,供给良好,国际轮胎协会,https://www.michelin.com,,
减震器,伟巴斯特集团,德国,稳定供给,国际汽车零部件协会,https://www.webasto.com,,
发动机控制单元,罗克韦尔自动化公司,美国,供给缓解,工业自动化前沿,https://www.rockwellautomation.com,,
内饰材料,法雷奥集团,瑞士,供给紧张,材料工程技术期刊,https://www.faurecia.com,,
传感器,意法半导体,意大利,供给稳定,半导体市场动态,https://www.st.com,,
车载GPS,高德软件有限公司,北京,稳定供给,智能交通研究报告,https://www.autonavi.com,,
车轮轴承,SKF轴承公司,瑞典,供给良好,国际轴承制造协会,https://www.skf.com,,
刹车片,华能汽车零部件有限公司,四川省成都,供给稳定,中国汽车行业观察,http://www.cnautoindustry.com,,
电动机,青岛电力设备公司,山东省青岛,供给良好,电力设备市场报告,https://www.edcm.com.cn,,
空调压缩机,广州汽车空调系统有限公司,广东省广州,供给缓解,汽车零部件生产分析,http://www.autoac.com,,
车载导航系统,腾讯科技,广东省深圳,稳定供给,移动互联网应用报告,https://www.tencent.com,,
变速箱油,壳牌石油有限公司,英国,供给稳定,国际润滑油市场,https://www.shell.com,,
车身结构件,长安汽车股份有限公司,重庆,供给紧张,中国汽车集团协会,https://www.changan.com.cn,,
电子稳定程序,博世（中国）投资有限公司,上海,供给良好,中国汽车电子行业协会,https://www.bosch.com.cn,,
电池管理系统,宁德时代新能源科技股份有限公司,福建省宁德,供给稳定,新能源产业分析报告,https://www.catl.com,,
转向系统,拜耳汽车零部件有限公司,江苏省苏州,供给缓解,汽车技术与市场发展报告,https://www.bayer.com.cn,,
机油滤清器,曼牌过滤器公司,德国,稳定供给,德国汽车协会,https://www.mahle.com,,
车载充电器,华为技术有限公司,广东省深圳,供给稳定,通信与汽车技术融合报告,https://www.huawei.com,,
动力转向泵,东风汽车零部件公司,湖北省武汉,供给紧张,国内汽车行业趋势,http://www.dongfeng.com.cn,,
排气歧管,三菱汽车部件公司,日本,稳定供给,汽车零件市场分析,http://www.mitsubishi.com,,
电子控制单元（ECU）,英飞凌科技股份公司,德国,供给稳定,全球电子汽车配件市场报告,https://www.infineon.com,,
涡轮增压器,泰科电子设备公司,美国,供给良好,国际汽车市场动态,https://www.te.com,,
新能源换电装置,中兴汽车有限公司,新疆喀什,供给缓解,中国新能源车行业动态,https://www.zte.com.cn,,
空气悬架系统,寅川科技有限公司,浙江省杭州,供给稳定,新能源汽车产业发展讨论,https://www.innova.com,,
车载仪表盘,德赛西威汽车电子有限公司,广东省东莞,供给稳定,智能汽车研发报告,https://www.desay.com,,
电动机,洛阳电机股份有限公司,河南省洛阳,供给良好,中国电机工程学会,https://www.cee.org.cn,,
气缸盖,东风汽车股份有限公司,湖北省武汉,供给稳定,中国汽车工业协会,https://www.caam.org.cn,,
主控板,深圳市瑞芯微电子股份有限公司,广东省深圳,供给缓解,中国半导体行业协会,http://www.csia.org.cn,,
传感器套件,京东方科技集团股份有限公司,北京,供给紧张,行业市场研究中心,http://www.boe.com,,
燃料电池,氢能科技发展有限公司,上海,供给稳定,中国氢能产业发展报告,https://www.hydrogen.cn,,
转向系统,广州汽车工业集团有限公司,广东省广州,供给良好,汽车制造业发展报告,https://www.guangzhouauto.com,,
轮毂,南方铝业公司,广西省南宁,稳步增加,铝业协会,http://www.aluminum.org,,
制动器,日本住友电气工业株式会社,日本,供给稳定,国际汽车零部件供应商协会,https://www.sumi-e.co.jp,,
电池管理系统,比亚迪股份有限公司,广东省深圳,供给紧张,新能源汽车动态报告,https://www.byd.com,,
动力总成,一汽-大众汽车有限公司,吉林省长春,供给平稳,中国汽车工业协会,https://www.vw.com.cn,,
高压油泵,博世汽车组件有限公司,德国,供给充足,博世官方公告,https://www.bosch.com,,
车载GPS导航系统,海能达通信股份有限公司,广东省深圳,供给稳定,消费电子行业新闻,https://www.hi-Think.com,,
车载摄像头,大华股份有限公司,浙江省杭州市,供给良好,视频监控行业报告,https://www.dahuatech.com,,
动力电池管理系统,宁德时代新能源科技股份有限公司,福建省宁德,供给增加,电动车产业创新报告,https://www.catl.com,,
转子,东华大学科技有限公司,四川省成都市,供给稳定,中国机械工程学会,http://www.cmes.org.cn,,
易损件,上海汽轮机厂有限公司,上海,供给困难,国际机械工业联合会,https://www.sae.org,,
电动助力转向系统,丰田汽车公司,日本,供给稳定,丰田官方新闻,https://www.toyota-global.com,,
中央控制单元,瑞萨电子公司,日本,供给良好,全球半导体市场报告,https://www.renesas.com,,
电磁阀,华域汽车系统股份有限公司,江苏省南京,供给紧张,汽车零部件行业观察,https://www.huayuauto.com,,
动力系统控制器,矽力捷科技有限公司,深圳,供给稳定,电动汽车部件协会,https://www.eva.org.cn,,
电子助力转向器,李尔汽车系统有限公司,武汉,供给良好,中国汽车电子供给信息网,http://www.caeia.org,,
机电转向系统,博世汽车部件有限公司,德国,供给紧张,国际汽车零部件供应商协会,https://www.supplier.org,,
车载充电器,特斯拉汽车公司,加利福尼亚,供给稳定,电动汽车产业发展论坛,https://www.tesla.com,,
液晶仪表盘,华为技术有限公司,深圳,供给缓解,中国信息通信研究院,http://www.cnii.com.cn,,
电动机,英飞凌科技股份公司,西安,供应充足,中国能源局,http://www.nea.gov.cn,,
刹车系统,米其林轮胎公司,法国,供给稳定,法国汽车工业协会,https://www.michelin.com,,
车窗升降器,霍尼韦尔国际公司,南京,供给良好,中国汽车零部件采购网,http://www.purchasing.org.cn,,
座椅安全带,德尔福科技有限公司,郑州,供给稳定,中国汽车安全标准研究所,http://www.csa.org.cn,,
电池管理系统,宁德时代新能源科技股份有限公司,宁德,供给充足,全球新能源车企联盟,https://www.catl.com,,
动力传动系统,宝马集团,德国,供给缓解,德国汽车协会,https://www.bmw.com,,
