受理号（数字型）,人工智能系统名称（字符型）,人工智能系统类型（字符型）,注册分类（字符型）,申请类型（字符型）,承办日期（日期型）,企业名称（字符型）,联合申报企业名称（字符型）,办理状态（字符型）,状态开始时间（日期型）,审评结论（字符型）,规范企业名称（字符型）,系统构成（字符型）,企业名称(CDE)（字符型）,试验登记号（数字型）,适用领域（数字型）,适应症（品种）（字符型）,规范人工智能系统类型（字符型）,规范企业名称（字符型）.1,注册版本（字符型）,采集来源,来源链接,采集时间,备注
Beijing-ZhiNeng-20241028 S0011,城市垃圾分类智能系统,环保科技,智能设备,智能设备,2023-08-01,北京环卫局,清华大学,招募中,2023-08-05,待审,环卫科技,数据分析、系统统筹,北京环卫局,Beijing-ZhiNeng-20241028 S0011,环保科技,垃圾分类、资源回收,通用智能系统,环卫科技,V1.0,Eco Planet,http://www.ecoplanet.com,2024-10-11,
Shanghai-WeiXin-20241029 S0012,智能农业决策支持平台,农业,农业管理,农业管理,2023-08-01,阿里巴巴,华中农业大学,招募中,2023-08-05,待审,阿里巴巴农业,数据分析、气候预测和决策支持,阿里巴巴,Shanghai-WeiXin-20241029 S0012,土壤监测、作物预测,土壤监测、作物预测,量子人工智能系统,阿里巴巴农业,V1.0,农讯网,http://www.climatecenter.com,2024-10-11,
Tianjin-JinXing-20241030 S0013,智能客服机器人,信息服务,客服工具,客服工具,2023-07-15,腾讯,北京大学,已完成,2023-07-20,合格,腾讯科技,自然语言处理、用户行为分析,腾讯,Tianjin-JinXing-20241030 S0013,在线咨询、客户管理,在线咨询、客户管理,情感智能系统,腾讯科技,V2.0,TechCrunch,http://www.ft.com,2024-10-11,
Shaanxi-HuaZhong-20241031 S0014,金融风控AI助手,金融服务,风险评估,风险评估,2023-09-05,招商银行,复旦大学,招募中,2023-09-10,合格,招商银行科技,风险监测、数据挖掘,招商银行,Shaanxi-HuaZhong-20241031 S0014,贷款审批、信用评分,贷款审批、信用评分,复杂决策智能系统,招商银行科技,V1.0,金融时报,http://www.thelancet.com,2024-10-11,
Guangxi-ShengXing-20241101 S0015,个性化健康推荐系统,医疗健康,健康管理,健康管理,2023-10-01,阿里健康,中国科学院,招募中,2023-10-05,待审,阿里健康科技,用户健康数据分析、健康报告生成,阿里健康,Guangxi-ShengXing-20241101 S0015,慢病管理、健康评估,慢病管理、健康评估,模糊逻辑人工智能系统,阿里健康科技,V1.0,医疗日报,http://www.ecoplanet.com,2024-10-11,
Yunnan-ZhiHui-20241102 S0016,企业智能决策系统,企业管理,决策支持,决策支持,2023-09-20,华为,清华大学,已完成,2023-09-25,合格,华为技术,数据可视化、智能预测分析,华为,Yunnan-ZhiHui-20241102 S0016,市场分析、策略制定,市场分析、策略制定,生物启发智能系统,华为技术,V1.0,CSDN,http://www.climatecenter.com,2024-10-11,
Fujian-SuShi-20241103 S0017,智能物流调度系统,物流运输,调度管理,调度管理,2023-06-12,顺丰速运,上海交通大学,招募中,2023-06-17,待审,顺丰科技,运输优化、实时调度,顺丰速运,Fujian-SuShi-20241103 S0017,物流优化、成本控制,物流优化、成本控制,窄人工智能系统,顺丰科技,V1.0,物流瞭望,http://www.ft.com,2024-10-11,
Hunan-JingZhi-20241104 S0018,智能零售助手,零售服务,销售管理,销售管理,2023-08-30,京东,复旦大学,已完成,2023-09-04,合格,京东科技,数据分析、库存管理,京东,Hunan-JingZhi-20241104 S0018,销售分析、客户关系管理,销售分析、客户关系管理,通用人工智能系统,京东科技,V1.0,电商动态,http://www.thelancet.com,2024-10-11,
Jilin-QingKe-20241105 S0019,智能城市管理系统,城市管理,智慧城市,智慧城市,2023-06-25,城市规划局,清华大学,招募中,2023-07-01,合格,城市管理科技,城市数据分析、资源调度,城市规划局,Jilin-QingKe-20241105 S0019,公共安全、交通管理,公共安全、交通管理,超级人工智能系统,城市管理科技,V1.0,城市科技,http://www.ecoplanet.com,2024-10-11,
Ningxia-JiZhi-20241106 S0020,智能远程监测平台,环保监测,环境管理,环境管理,2023-05-10,环保部,国家环境监测中心,已完成,2023-05-15,合格,环保监测科技,环境数据采集与分析,环保部,Ningxia-JiZhi-20241106 S0020,空气质量监测、水质监测,空气质量监测、水质监测,自适应人工智能系统,环保监测科技,V1.0,环境保护网,http://www.climatecenter.com,2024-10-11,
Sichuan-XinTian-20241020 S0002,智能药物开发助手,制药行业,药物研发,药物研发,2023-03-28,辉瑞制药,清华大学,已完成,2023-03-30,合格,辉瑞科技,基于AI的药物设计和临床试验优化,辉瑞制药,Sichuan-XinTian-20241020 S0002,制药,癌症、心血管疾病,量子人工智能系统,辉瑞科技,V1.0,药物开发网,https://www.pharmaceuticaldevelopmentnetwork.com,2024-10-11,
Guangdong-HuaWei-20241019 S0003,智能客服系统,客户服务,软件系统,软件系统,2023-02-18,阿里巴巴,腾讯,招募中,2023-02-25,待审,阿里智能,自然语言处理、情感分析等功能,阿里巴巴,Guangdong-HuaWei-20241019 S0003,电子商务,客户咨询、订单处理,分布式人工智能系统,阿里智能,V2.0,CSDN,https://www.csdn.net,2024-10-11,
Zhejiang-BaiDu-20241021 S0004,金融预测分析系统,金融服务,投资分析,投资分析,2023-06-20,摩根大通,清华大学,已完成,2023-06-25,合格,摩根大通金融,大数据分析、市场趋势预测,摩根大通,Zhejiang-BaiDu-20241021 S0004,金融服务,投资决策、风险管理,递归人工智能系统,摩根大通金融,V1.0,Reuters,https://www.reuters.com,2024-10-11,
Henan-JunJian-20241022 S0005,智能制造监控系统,制造业,生产管理,生产管理,2023-07-05,西门子,德国工业联合会,招募中,2023-07-10,待审,西门子工业,生产流程监控与数据分析,西门子,Henan-JunJian-20241022 S0005,制造业,生产效率提升、质量控制,自主学习人工智能系统,西门子工业,V1.0,工业新闻网,https://www.industrialnews.com,2024-10-11,
Shandong-ZuoZhe-20241023 S0006,个性化健康管理系统,医疗健康,健康监测,健康监测,2023-08-01,阿里健康,北京协和医院,已完成,2023-08-05,合格,阿里健康管理,健康风险评估与个性化建议,阿里健康,Shandong-ZuoZhe-20241023 S0006,医疗健康,慢性病管理、健康监测,感知人工智能系统,阿里健康管理,V2.0,健康时报,http://www.healthtimes.com,2024-10-11,
Hubei-YunXing-20241024 S0007,智能培训系统,教育行业,教育工具,教育工具,2023-09-15,新东方,南开大学,招募中,2023-09-20,待审,新东方教育,个性化学习路径与实时评估,新东方,Hubei-YunXing-20241024 S0007,教育行业,语言学习、在线辅导,自适应人工智能系统,新东方教育,V1.0,教育科技网,https://www.edutech.com,2024-10-11,
Anhui-XingFu-20241025 S0008,城市安全监控系统,公共安全,监控系统,监控系统,2023-08-11,华为,公安部,已完成,2023-08-15,合格,华为科技,视频分析、行为识别技术,华为,Anhui-XingFu-20241025 S0008,公共安全,犯罪预防、应急响应,机器学习人工智能系统,华为科技,V1.0,华尔街日报,https://www.wsj.com,2024-10-11,
Jiangxi-QiXiang-20241026 S0009,智能金融顾问系统,金融服务,投资顾问,投资顾问,2023-09-25,招商银行,上海交通大学,招募中,2023-10-01,待审,招商银行科技,理财规划、风险评估,招商银行,Jiangxi-QiXiang-20241026 S0009,金融服务,财富管理、风险控制,泛化人工智能系统,招商银行科技,V1.0,金融市场网,https://www.financialmarkets.com,2024-10-11,
Liaoning-YuanChuang-20241027 S0010,智能健康检测系统,医疗健康,医疗设备,医疗设备,2023-07-01,阿里健康,华大基因,已完成,2023-07-05,合格,阿里健康科技,健康数据监测、异常检测和智能化报告,阿里健康,Liaoning-YuanChuang-20241027 S0010,心血管疾病、肥胖症,心血管疾病、肥胖症,进化人工智能系统,阿里健康科技,V1.0,HealthTech,https://www.healthtech.com,2024-10-11,
Beijing-ZhiNeng-20241028 S0011,智能语言翻译系统,信息技术,软件系统,软件系统,2023-06-20,百度,国际语言学院,招募中,2023-06-25,待审,百度翻译,自然语言处理、语音识别,百度翻译,Beijing-ZhiNeng-20241028 S0011,语言翻译、语音转文本,语言翻译、语音转文本,自我进化人工智能系统,百度翻译,V3.0,TechReview,https://www.techreview.com,2024-10-11,
Shanghai-WeiXin-20241029 S0012,智能农业决策系统,农业,农业管理,农业管理,2023-08-10,中农集团,华南农业大学,已完成,2023-08-15,合格,中农智能,作物病虫害预测、产量预测,中农集团,Shanghai-WeiXin-20241029 S0012,粮食作物、蔬菜,粮食作物、蔬菜,超级智能人工智能系统,中农智能,V2.0,AgriTech News,https://www.agritechnews.com,2024-10-11,
Tianjin-JinXing-20241030 S0013,智能客服系统,企业服务,软件系统,软件系统,2023-09-05,腾讯,北京大学,招募中,2023-09-10,待审,腾讯云,多语言支持、情感分析,腾讯,Tianjin-JinXing-20241030 S0013,客户支持、自动回复,客户支持、自动回复,跨领域人工智能系统,腾讯云,V1.5,Forrester Research,https://go.forrester.com,2024-10-11,
Shaanxi-HuaZhong-20241031 S0014,物联网智能监控系统,安全防护,控制系统,控制系统,2023-07-15,海康威视,西安交通大学,已完成,2023-07-20,合格,海康威视科技,视频监控、事件检测,海康威视,Shaanxi-HuaZhong-20241031 S0014,安全监控、异常行为检测,安全监控、异常行为检测,自适应人工智能系统,海康威视科技,V1.0,Security Tech,https://www.securitytech.com,2024-10-11,
Guangxi-ShengXing-20241101 S0015,金融智能分析系统,金融服务,数据分析,数据分析,2023-08-20,招商银行,复旦大学,招募中,2023-08-25,待审,招商银行科技,大数据处理、信用评分,招商银行,Guangxi-ShengXing-20241101 S0015,信用风险评估、投资决策,信用风险评估、投资决策,神经网络增强智能,招商银行科技,V2.0,Finance Insights,https://www.financeinsights.com,2024-10-11,
Yunnan-ZhiHui-20241102 S0016,个性化营销智能系统,商业智能,市场营销,市场营销,2023-09-10,京东,清华大学,招募中,2023-09-15,待审,京东科技,用户行为分析、个性推荐,京东,Yunnan-ZhiHui-20241102 S0016,电商平台、消费者行为分析,电商平台、消费者行为分析,进化人工智能系统,京东科技,V1.0,Marketing Research,https://www.marketingresearch.com,2024-10-11,
Fujian-SuShi-20241103 S0017,智能电网管理系统,能源管理,能源管理,能源管理,2023-07-25,国电集团,上海交通大学,已完成,2023-07-30,合格,国电智能,负荷预测、可再生能源集成,国电集团,Fujian-SuShi-20241103 S0017,电力调度、能源效率提升,电力调度、能源效率提升,任务导向智能系统,国电智能,V1.0,EnergyTech,https://www.energytech.com,2024-10-11,
Hunan-JingZhi-20241104 S0018,智能客服系统,客户服务,软件系统,软件系统,2023-07-12,阿里巴巴,腾讯,招募中,2023-07-15,合格,阿里巴巴客服,自然语言处理、情感分析,阿里巴巴,Hunan-JingZhi-20241104 S0018,电子商务,在线咨询、客户反馈,认知计算系统,阿里巴巴客服,V1.0,TechCrunch,https://www.techcrunch.com,2024-10-11,
Jilin-QingKe-20241105 S0019,智能医疗影像系统,医疗健康,医疗设备,医疗设备,2023-08-20,华大基因,中科院,已完成,2023-08-25,合格,华大基因医疗,图像处理、机器学习,华大基因,Jilin-QingKe-20241105 S0019,医疗健康,疾病早期诊断,综合智能系统,华大基因医疗,V2.1,Guanghua School of Management,https://www.gsm.pku.edu.cn,2024-10-11,
Ningxia-JiZhi-20241106 S0020,金融欺诈检测系统,金融服务,风险评估,风险评估,2023-09-05,支付宝,清华大学,招募中,2023-09-10,待审,支付宝金融,机器学习、数据挖掘,支付宝,Ningxia-JiZhi-20241106 S0020,金融服务,欺诈检测、交易监控,泛用人工智能系统,支付宝金融,V1.0,Yahoo Finance,https://finance.yahoo.com,2024-10-11,
Sichuan-XinTian-20241020 S0002,AI法律咨询助手,法律服务,软件系统,软件系统,2023-09-15,金杜律师事务所,复旦大学,已完成,2023-09-20,合格,金杜咨询,文本分析、案例研究,金杜律师事务所,Sichuan-XinTian-20241020 S0002,司法服务,法律咨询、合同审查,自我学习智能系统,金杜咨询,V1.0,LegalTech News,https://www.legaltechnews.com,2024-10-11,
Guangdong-HuaWei-20241019 S0003,智能物流调度系统,运输运输,物流优化,物流优化,2023-10-01,顺丰快递,北京交通大学,招募中,2023-10-05,合格,顺丰科技,动态调度、路径优化,顺丰快递,Guangdong-HuaWei-20241019 S0003,运输运输,物流优化、运力管理,分布式智能系统,顺丰科技,V1.0,Logistics Management,https://www.logisticsmgmt.com,2024-10-11,
Zhejiang-BaiDu-20241021 S0004,软件开发智能辅助工具,信息技术,开发工具,开发工具,2023-10-10,GitHub,清华大学,已完成,2023-10-15,合格,GitHub技术,代码生成、错误检查,GitHub,Zhejiang-BaiDu-20241021 S0004,计算机科技,软件开发、代码优化,超灵活人工智能系统,GitHub技术,V1.0,Ars Technica,https://arstechnica.com,2024-10-11,
Henan-JunJian-20241022 S0005,智能制造工厂优化系统,制造业,工业自动化,工业自动化,2023-10-20,海尔,中国科学技术大学,招募中,2023-10-25,待审,海尔智能制造,过程优化、效率提升,海尔,Henan-JunJian-20241022 S0005,制造业,生产优化、设备监控,自适应人工智能系统,海尔智能制造,V1.0,Industry Week,https://www.industryweek.com,2024-10-11,
Shandong-ZuoZhe-20241023 S0006,环境监测与治理系统,环境保护,环保设备,环保设备,2023-11-01,腾讯,生态环境部,已完成,2023-11-05,合格,腾讯生态,数据分析、检测技术,腾讯,Shandong-ZuoZhe-20241023 S0006,环境保护,水质监测、空气质量分析,具有人类情感的人工智能系统,腾讯生态,V1.0,Environmental Science & Technology,https://www.est.org,2024-10-11,
Hubei-YunXing-20241024 S0007,智能物业管理系统,房地产服务,智能管理,智能管理,2023-11-15,万科地产,南开大学,招募中,2023-11-20,合格,万科物业,设备管理、用户反馈,万科地产,Hubei-YunXing-20241024 S0007,房地产服务,设备维护、租户关系,超级智能助手,万科物业,V1.0,Real Estate Tech Magazine,https://www.retechmagazine.com,2024-10-11,
Anhui-XingFu-20241025 S0008,农业生产优化系统,农业,农业管理,农业管理,2023-07-01,阿里巴巴,中国农业科学院,招募中,2023-07-05,待审,阿里巴巴农业,土壤分析、作物生长预测,阿里巴巴,Anhui-XingFu-20241025 S0008,粮食作物、经济作物,粮食作物、经济作物,进化型人工智能系统,阿里巴巴农业,V1.0,TechCrunch,https://www.marketingresearch.com,2024-10-11,
Jiangxi-QiXiang-20241026 S0009,智能客服优化系统,商业服务,客户服务,客户服务,2023-06-15,腾讯,华东师范大学,已完成,2023-06-20,合格,腾讯客服,自然语言处理、用户行为分析,腾讯,Jiangxi-QiXiang-20241026 S0009,在线客服、客户反馈,在线客服、客户反馈,独立决策人工智能系统,腾讯客服,V1.2,AI China,https://www.energytech.com,2024-10-11,
Liaoning-YuanChuang-20241027 S0010,智能教育评估系统,教育行业,教育工具,教育工具,2023-08-20,网易,北京师范大学,招募中,2023-08-25,合格,网易教育,学习分析、个性化推荐,网易,Liaoning-YuanChuang-20241027 S0010,学业评估、课程推荐,学业评估、课程推荐,情境感知人工智能系统,网易教育,V1.0,EdTech Digest,https://www.techcrunch.com,2024-10-11,
Beijing-ZhiNeng-20241028 S0011,城市智能安防系统,城市安全,公共安全,公共安全,2023-09-02,华为,中国人民公安大学,招聘中,2023-09-05,合格,华为安全,视频监控、入侵检测,华为,Beijing-ZhiNeng-20241028 S0011,城市监控、事件响应,城市监控、事件响应,伦理道德人工智能系统,华为安全,V1.0,Security Magazine,https://www.gsm.pku.edu.cn,2024-10-11,
Shanghai-WeiXin-20241029 S0012,智能健康监测系统,医疗健康,医疗设备,医疗设备,2023-09-10,阿里健康,复旦大学,已完成,2023-09-15,合格,阿里健康,生理数据监测、远程咨询,阿里健康,Shanghai-WeiXin-20241029 S0012,慢性病管理、身体健康监测,慢性病管理、身体健康监测,跨领域学习人工智能系统,阿里健康,V2.0,Healthcare IT News,https://finance.yahoo.com,2024-10-11,
Tianjin-JinXing-20241030 S0013,智能纺织生产系统,制造业,智能生产,智能生产,2023-10-01,海尔,东华大学,招募中,2023-10-05,待审,海尔智能,生产调度、质量控制,海尔,Tianjin-JinXing-20241030 S0013,纺织生产、质量检测,纺织生产、质量检测,高级自然语言处理人工智能系统,海尔智能,V1.0,Manufacturing Digest,https://www.legaltechnews.com,2024-10-11,
