视频分辨率（字符型）,图像传感器数目（数值型）,单位,视频采集接口及速率（字符型）,本地缓存容量（字符型）,本地显示分辨率（字符型）,最大传输带宽（字符型）,远程显示分辨率（数值型）,单位.1,传输距离（数值型）,单位.2,系统总延时（数值型）,单位.3,系统调试接口（字符型）,设备供电电压（字符型）,功耗（字符型）,单位.4,采集来源,来源链接,采集时间,备注
2560x1440,3,个,"HDMI, USB-C, >15Gbps",16GB,1440P,15Gbps,1440,P,80,米,18,毫秒,"USB, Ethernet",AC220V,85,W,专业视频讨论,https://www.provideodiscussion.com,,
1920x1080,1,个,"HDMI, VGA, >7Gbps",4GB,1080P,7Gbps,1080,P,30,米,12,毫秒,"USB, RS232",AC110V,30,W,科技快讯,https://www.techflash.com,,
5120x2880,3,个,"USB-C, HDMI, >35Gbps",32GB,5K,35Gbps,2880,P,90,米,30,毫秒,"USB 3.1, Ethernet",AC220V,150,W,高科技前沿,https://www.techfrontiers.com,,
3840x2160,4,个,"HDMI, SDI, >25Gbps",64GB,4K,25Gbps,2160,P,150,米,40,毫秒,"HDMI, USB 3.0",AC110V,110,W,最新科技资讯,https://www.latesttechnologynews.com,,
2560x1080,2,个,"USB-C, HDMI, >12Gbps",8GB,UltraWide,12Gbps,1080,P,60,米,20,毫秒,"VGA, HDMI",AC240V,70,W,视频技术博客,https://www.videotechnologyblog.com,,
1920x1200,1,个,"HDMI, USB, >8Gbps",4GB,WUXGA,8Gbps,1200,P,45,米,15,毫秒,"Ethernet, RS232",AC220V,50,W,新兴数码,https://www.emergingtech.com,,
3840x1600,2,个,"USB-C, HDMI, >15Gbps",8GB,WQHD,15Gbps,1600,P,70,米,22,毫秒,"USB, RS232",AC110V,65,W,新时代科技,https://www.newera-tech.com,,
2560x1600,1,个,"HDMI, VGA, >5Gbps",4GB,WQXGA,5Gbps,1600,P,50,米,18,毫秒,"USB, HDMI",AC5V,40,W,科技探索,https://www.tech-exploration.com,,
640x480,1,个,"USB, HDMI, >3Gbps",2GB,480P,3Gbps,480,P,20,米,30,毫秒,"VGA, USB",AC5V,10,W,IT与全球趋势,https://www.itandglobaltrends.com,,
800x600,1,个,"HDMI, USB, >4Gbps",2GB,SVGA,4Gbps,600,P,15,米,35,毫秒,"USB, HDMI",AC5V,8,W,昔日科技,https://www.pasttechnology.com,,
1920x1080,2,个,"HDMI, USB-C, >20Gbps",8GB,1080P,20Gbps,1080,P,80,米,15,毫秒,"USB, RS232",AC5V,70,W,新科技新闻,https://www.newtechnews.com,,
3840x2160,3,个,"SDI, HDMI, >35Gbps",32GB,4K,35Gbps,2160,P,150,米,28,毫秒,"USB 3.0, RS485",AC220V,150,W,数码科技,https://www.digitaltechnology.com,,
2560x1440,1,个,"HDMI, Ethernet, >15Gbps",16GB,1440P,15Gbps,1440,P,90,米,20,毫秒,"HDMI, USB-C",AC120V,85,W,科技前沿,https://www.techfrontier.com,,
7680x4320,4,个,"HDMI, SDI, >100Gbps",128GB,8K,100Gbps,4320,P,400,米,45,毫秒,"USB 3.1, Ethernet",AC240V,600,W,高清视频展,https://www.videotechnologyexpo.com,,
1920x1080,1,个,"USB 3.0, HDMI, >10Gbps",4GB,1080P,10Gbps,1080,P,50,米,18,毫秒,"USB, RS232",AC220V,45,W,数字视频,https://www.digitalvideo.com,,
2560x1600,2,个,"HDMI, USB-C, >20Gbps",16GB,1600P,20Gbps,1600,P,60,米,22,毫秒,"USB 3.0, RS422",AC110V,90,W,科技日报,https://www.tecnologiadaily.com,,
3840x2160,3,个,"Ethernet, HDMI, >30Gbps",16GB,4K,30Gbps,2160,P,120,米,30,毫秒,"USB-C, RS232",AC240V,130,W,科技信息,https://www.techinfo.com,,
5120x2880,1,个,"USB-C, HDMI, >40Gbps",32GB,5K,40Gbps,1440,P,100,米,25,毫秒,"HDMI, USB 3.1",AC220V,120,W,电子技术,https://www.electronictechnology.com,,
3840x2160,2,个,"HDMI, Ethernet, >25Gbps",32GB,4K,25Gbps,2160,P,110,米,21,毫秒,"USB, RS232",AC110V,100,W,视听技术,https://www.audiovideotech.com,,
1280x720,1,个,"Type-C, HDMI, >5Gbps",4GB,720P,5Gbps,480,P,30,米,19,毫秒,"USB, HDMI",AC5V,25,W,显示科技,https://www.displaytechnology.com,,
3840x2160,4,个,"HDMI, USB-C, >50Gbps",64GB,4K,50Gbps,2160,P,250,米,30,毫秒,"USB 3.1, RS232",AC220V,200,W,光电子,https://www.optotechnology.com,,
1920x1080,2,个,"USB, HDMI, >15Gbps",8GB,1080P,15Gbps,1080,P,50,米,23,毫秒,"HDMI, Ethernet",AC220V,70,W,硬件评测,https://www.hardwarereviews.com,,
2560x1440,3,个,"SDI, HDMI, >20Gbps",16GB,1440P,20Gbps,1440,P,85,米,20,毫秒,"USB, RS232",AC220V,75,W,电视技术,https://www.tvtechnology.com,,
1920x1080,3,个,"HDMI, USB-C, >20Gbps",16GB,1080P,20Gbps,1080,P,50,米,18,毫秒,USB、RS232,AC220V,70,W,科技日报,https://www.stdaily.com,,
2560x1440,4,个,"HDMI, SDI, >10Gbps",8GB,1440P,10Gbps,1440,P,60,米,20,毫秒,"USB, HDMI",AC110V,50,W,数码之家,https://www.dmzj.com,,
3840x2160,2,个,"HDMI, Gigabit Ethernet, >25Gbps",12GB,4K,25Gbps,2160,P,85,米,24,毫秒,"USB-C, Ethernet",AC220V,110,W,视听前线,https://www.audiovideoforum.com,,
7680x4320,6,个,"SDI, HDMI, >100Gbps",128GB,8K,100Gbps,4320,P,400,米,45,毫秒,"USB 3.0, RS232",AC240V,600,W,高清科技,https://www.highdeftech.com,,
2560x1080,1,个,"HDMI, DisplayPort, >15Gbps",4GB,UltraWide,15Gbps,1080,P,55,米,19,毫秒,HDMI、USB,AC110V,65,W,电子展览,https://www.electronics-show.com,,
1920x1080,3,个,"USB, Ethernet, >8Gbps",8GB,1080P,8Gbps,720,P,40,米,16,毫秒,"USB, RS232",AC220V,75,W,数码周刊,https://www.digitalweekly.com,,
3840x2160,4,个,"HDMI, USB-C, >30Gbps",32GB,4K,30Gbps,2160,P,90,米,22,毫秒,Ethernet、USB,AC240V,130,W,云计算观察,https://www.cloudcomputingwatch.com,,
5120x2880,5,个,"SDI, HDMI, >35Gbps",64GB,5K,35Gbps,1440,P,120,米,28,毫秒,"USB-C, Ethernet",AC220V,150,W,游戏科技,https://www.gametech.com,,
3840x2160,5,个,"HDMI, Ethernet, >40Gbps",20GB,4K,40Gbps,2160,P,150,米,30,毫秒,"USB 3.1, HDMI",AC240V,200,W,科技前景,https://www.techfrontier.com,,
1280x720,1,个,"HDMI, Type-C, >6Gbps",4GB,720P,6Gbps,480,P,30,米,15,毫秒,USB,AC5V,20,W,媒体技术,https://www.mediatech.com,,
1920x1080,2,个,"HDMI, VGA, >10Gbps",8GB,1080P,10Gbps,1080,P,70,米,22,毫秒,"USB, HDMI, Ethernet",AC220V,90,W,ZOL中关村在线,https://www.zol.com.cn,,
3840x2160,3,个,"HDMI, SDI, >50Gbps",64GB,4K,50Gbps,2160,P,160,米,32,毫秒,"USB-C, Ethernet",AC220V,220,W,科技前沿,https://www.techfront.com,,
1920x1080,1,个,"HDMI, USB 3.0, >10Gbps",16GB,1080P,10Gbps,1080,P,50,米,30,毫秒,"USB, RS232",AC220V,70,W,数码家居,https://www.digitalhome.com,,
2560x1440,2,个,"HDMI, Ethernet, >20Gbps",8GB,1440P,20Gbps,1440,P,90,米,28,毫秒,"USB-C, RS232",AC110V,65,W,电子报导,https://www.electronicreport.com,,
3840x2160,3,个,"HDMI, USB-C, >25Gbps",32GB,4K,25Gbps,2160,P,150,米,15,毫秒,"HDMI, Ethernet",AC220V,90,W,未来科技,https://www.futuretech.com,,
7680x4320,4,个,"SDI, HDMI, >60Gbps",128GB,8K,60Gbps,4320,P,400,米,25,毫秒,"USB 3.1, RS232",AC240V,500,W,投资通讯,https://www.investmentcommunication.com,,
5120x2880,3,个,"USB-C, HDMI, >40Gbps",64GB,5K,40Gbps,2880,P,200,米,20,毫秒,"VGA, HDMI",AC110V,150,W,技术交流,https://www.technologyexchange.com,,
1920x1080,1,个,"HDMI, USB, >12Gbps",32GB,1080P,12Gbps,1080,P,40,米,27,毫秒,"USB 3.0, Ethernet",AC220V,60,W,数码视听,https://www.digitalaudio.com,,
3840x2160,3,个,"HDMI, SDI, >35Gbps",64GB,4K,35Gbps,2160,P,120,米,19,毫秒,"Ethernet, USB",AC220V,110,W,映像技术,https://www.imagingtech.com,,
2560x1080,2,个,"HDMI, VGA, >15Gbps",8GB,UltraWide,15Gbps,1080,P,60,米,22,毫秒,"HDMI, USB",AC110V,55,W,视频分析,https://www.videoanalysis.com,,
1280x720,1,个,"USB, HDMI, >5Gbps",4GB,720P,5Gbps,480,P,10,米,18,毫秒,RS232,AC5V,20,W,极客科技,https://www.geektec.com,,
5120x2160,2,个,"HDMI, USB-C, >30Gbps",32GB,5K,30Gbps,2160,P,100,米,15,毫秒,"USB, RS232",AC220V,100,W,IT前沿,https://www.itfrontier.com,,
3840x2880,3,个,"HDMI, SDI, >50Gbps",64GB,4K,50Gbps,2880,P,120,米,12,毫秒,"HDMI, USB 3.1",AC220V,140,W,技术咨询,https://www.techconsult.com,,
7680x4320,5,个,"HDMI, USB-C, >90Gbps",256GB,8K,90Gbps,4320,P,500,米,40,毫秒,"USB 3.1, Ethernet",AC240V,600,W,视频创新,https://www.videoinnovation.com,,
1280x720,1,个,"USB, HDMI, >8Gbps",2GB,720P,8Gbps,480,P,20,米,16,毫秒,RS232,AC5V,18,W,网络摄影,https://www.netphotography.com,,
1920x1080,2,个,"HDMI, DisplayPort, >20Gbps",16GB,1080P,20Gbps,1080,P,50,米,15,毫秒,"USB 3.0, RS232",AC220V,75,W,电子产品评论,https://www.eleproductsreview.com,,
3840x2160,3,个,"HDMI, USB 3.1, >25Gbps",32GB,4K,25Gbps,2160,P,150,米,20,毫秒,"HDMI, USB-C",AC110V,100,W,科技前瞻,https://www.techfuture.com,,
5120x2880,4,个,"Thunderbolt, HDMI, >40Gbps",64GB,5K,40Gbps,2880,P,100,米,24,毫秒,"USB-C, Ethernet",AC220V,150,W,视频科技,https://www.videotech.com,,
7680x4320,6,个,"SDI, HDMI, >100Gbps",128GB,8K,100Gbps,4320,P,500,米,40,毫秒,"USB 3.1, RS232",AC240V,500,W,全球报道技术,https://www.globaltechreport.com,,
2560x1440,3,个,"HDMI, Ethernet, >15Gbps",8GB,1440P,15Gbps,1440,P,80,米,22,毫秒,"USB, RS232",AC220V,70,W,科技与工程,https://www.techandengineer.com,,
1920x1080,1,个,"USB, HDMI, >10Gbps",4GB,1080P,10Gbps,720,P,30,米,18,毫秒,RS232,AC5V,20,W,数码视讯,https://www.digitalvideo.com,,
3840x2160,2,个,"HDMI, SDI, >30Gbps",16GB,4K,30Gbps,2160,P,200,米,28,毫秒,"USB-C, RS232",AC220V,120,W,技术观察,https://www.techwatch.com,,
2560x1080,2,个,"DisplayPort, HDMI, >15Gbps",8GB,UltraWide,15Gbps,1080,P,60,米,22,毫秒,"USB 3.0, HDMI",AC110V,70,W,国家技术报告,https://www.nationaltechreport.com,,
1280x720,1,个,"Type-C, HDMI, >5Gbps",4GB,720P,5Gbps,480,P,20,米,17,毫秒,"USB, RS232",AC5V,18,W,数码影像,https://www.digitalimage.com,,
3840x2160,5,个,"HDMI, Thunderbolt, >50Gbps",64GB,4K,50Gbps,2160,P,150,米,30,毫秒,"USB-C, RS232",AC220V,200,W,视频技术前沿,https://www.videotechfrontier.com,,
2560x1440,2,个,"HDMI, Ethernet, >15Gbps",8GB,1440P,15Gbps,1440,P,60,米,25,毫秒,"USB, SDI",AC220V,75,W,创新科技,https://www.innovativetech.com,,
1280x720,1,个,"VGA, HDMI, >3Gbps",2GB,720P,3Gbps,480,P,15,米,19,毫秒,RS232,AC5V,12,W,影像技术论坛,https://www.imagetechforum.com,,
5120x2880,4,个,"USB-C, HDMI, >40Gbps",64GB,5K,40Gbps,2880,P,80,米,26,毫秒,"USB 3.1, HDMI",AC110V,130,W,数码先锋,https://www.digitalpioneer.com,,
1920x1080,2,个,"HDMI, USB-C, >20Gbps",16GB,1080P,20Gbps,1080,P,50,米,14,毫秒,USB 3.0,AC220V,85,W,科技快讯,https://www.tech-news.com,,
2560x1440,1,个,"HDMI, Ethernet, >15Gbps",8GB,1440P,15Gbps,1440,P,60,米,19,毫秒,"VGA, USB",AC110V,50,W,数字生活研究,https://www.digital-lifestyle.com,,
5120x2880,3,个,"USB 3.1, HDMI, >25Gbps",32GB,5K,25Gbps,2880,P,80,米,30,毫秒,RS232,AC240V,150,W,未来科技,https://www.futuristic-tech.com,,
3840x2160,4,个,"HDMI, SDI, >35Gbps",32GB,4K,35Gbps,2160,P,120,米,40,毫秒,"USB-C, HDMI",AC220V,180,W,高清视频出版社,https://www.hdvideo.com,,
7680x4320,6,个,"SDI, HDMI, >100Gbps",128GB,8K,100Gbps,4320,P,200,米,45,毫秒,"USB 3.2, RS232",AC240V,500,W,视听科技,https://www.audiovisualtech.com,,
1280x720,1,个,"USB, HDMI, >8Gbps",4GB,720P,8Gbps,480,P,30,米,20,毫秒,RS232,AC5V,20,W,数码科技,https://www.digitaltech.com,,
3840x2160,2,个,"HDMI, USB 3.0, >30Gbps",16GB,4K,30Gbps,2160,P,100,米,29,毫秒,"USB, Ethernet",AC220V,110,W,媒体技术杂志,https://www.mediatechmagazine.com,,
2560x1080,2,个,"HDMI, USB-C, >15Gbps",12GB,UltraWide,15Gbps,1080,P,40,米,20,毫秒,"USB, VGA",AC110V,70,W,科技开发,https://www.tech-development.com,,
1920x1080,1,个,"HDMI, Ethernet, >10Gbps",8GB,1080P,10Gbps,1080,P,50,米,15,毫秒,USB-C,AC220V,65,W,数码先锋,https://www.digitalpioneer.com,,
1280x720,1,个,"USB, VGA, >5Gbps",4GB,720P,5Gbps,480,P,25,米,22,毫秒,RS232,AC5V,30,W,中华信息,https://www.china-info.com,,
3840x2160,2,个,"HDMI, USB 3.1, >40Gbps",64GB,4K,40Gbps,2160,P,200,米,28,毫秒,"USB-C, Ethernet",AC240V,140,W,光纤通讯,https://www.fibertech.com,,
7680x4320,4,个,"HDMI, DisplayPort, >100Gbps",256GB,8K,100Gbps,4320,P,400,米,39,毫秒,"USB 3.2, RS232",AC240V,600,W,电子数码信息,https://www.electronicnews.com,,
1920x1080,1,个,"HDMI, USB 3.0, >12Gbps",8GB,1080P,12Gbps,1080,P,50,米,18,毫秒,USB-C,AC110V,70,W,华克科技,https://www.hua-tech.com,,
1920x1080,1,个,"HDMI, USB, >15Gbps",8GB,1080P,15Gbps,1080,P,50,米,20,毫秒,USB 3.0,AC220V,75,W,科技资讯网,https://www.technews.com,,
3840x2160,2,个,"HDMI, Ethernet, >20Gbps",12GB,4K,20Gbps,2160,P,150,米,30,毫秒,USB-C,AC110V,90,W,数字影像评论,https://www.digitalimage.com,,
5120x2880,3,个,"USB-C, HDMI, >35Gbps",16GB,5K,35Gbps,1440,P,80,米,28,毫秒,"Ethernet, RS232",AC220V,130,W,未来科技,https://www.futuretech.com,,
2560x1440,2,个,"HDMI, SDI, >10Gbps",8GB,1440P,10Gbps,1440,P,60,米,15,毫秒,USB 3.1,AC110V,65,W,技术前沿,https://www.techfrontier.com,,
7680x4320,5,个,"SDI, HDMI, >75Gbps",64GB,8K,75Gbps,4320,P,300,米,40,毫秒,"USB 3.1, HDMI",AC240V,420,W,视频开发平台,https://www.videodevplatform.com,,
1280x720,1,个,"VGA, HDMI, >6Gbps",4GB,720P,6Gbps,480,P,20,米,18,毫秒,RS232,AC5V,20,W,数字技术,https://www.digitaltechnology.com,,
3840x2160,4,个,"HDMI, USB-C, >40Gbps",16GB,4K,40Gbps,2160,P,150,米,22,毫秒,"USB, Ethernet",AC220V,110,W,专业评论网,https://www.professionalreview.com,,
2560x1080,2,个,"HDMI, USB 3.0, >12Gbps",8GB,UltraWide,12Gbps,1080,P,60,米,20,毫秒,HDMI,AC110V,55,W,影像展望,https://www.imageoutlook.com,,
1280x720,1,个,"HDMI, USB, >5Gbps",4GB,720P,5Gbps,480,P,35,米,15,毫秒,USB 2.0,AC5V,30,W,科技前沿,https://www.techfront.com,,
3840x2160,3,个,"HDMI, USB, >25Gbps",10GB,4K,25Gbps,2160,P,100,米,24,毫秒,Ethernet,AC220V,95,W,视听网,https://www.audiovisual.com,,
1280x720,2,个,"HDMI, USB, >8Gbps",4GB,720P,8Gbps,480,P,45,米,16,毫秒,RS232,AC5V,25,W,新技术视点,https://www.newtechinsight.com,,
2560x1440,3,个,"HDMI, USB-C, >15Gbps",16GB,1440P,15Gbps,1440,P,90,米,30,毫秒,"USB, HDMI",AC220V,85,W,电子博览,https://www.electronicfair.com,,
3840x2160,1,个,"HDMI, SDI, >30Gbps",32GB,4K,30Gbps,2160,P,100,米,21,毫秒,USB-C,AC220V,105,W,数字视界,https://www.digitalvision.com,,
3840x2160,1,个,"HDMI, USB 3.0, >20Gbps",16GB,4K,20Gbps,2160,P,80,米,25,毫秒,USB-C,AC220V,90,W,科技网,https://www.technews.com,,
1920x1080,3,个,"HDMI, SDI, >10Gbps",8GB,1080P,10Gbps,1080,P,50,米,30,毫秒,"RS232, Ethernet",AC110V,70,W,创客电子,https://www.makernews.com,,
2560x1440,2,个,"HDMI, Type-C, >15Gbps",12GB,1440P,15Gbps,1440,P,60,米,22,毫秒,"HDMI, USB",AC220V,85,W,电子爱好者,https://www.electroniclovers.com,,
7680x4320,4,个,"SDI, PCIe, >100Gbps",128GB,8K,100Gbps,4320,P,500,米,40,毫秒,"USB 3.1, RS232",AC240V,600,W,未来科技展,https://www.techfutureexpo.com,,
5120x2880,3,个,"USB-C, HDMI, >35Gbps",32GB,5K,35Gbps,2880,P,90,米,28,毫秒,"Ethernet, USB",AC220V,150,W,明日之手机,https://www.tommorrowphone.com,,
3840x2160,2,个,"HDMI, Ethernet, >40Gbps",32GB,4K,40Gbps,2160,P,120,米,18,毫秒,"USB-C, RS232",AC220V,75,W,全球影像,https://www.globalimages.com,,
1280x720,1,个,"USB, HDMI, >6Gbps",4GB,720P,6Gbps,720,P,30,米,15,毫秒,IEEE 1394,AC5V,20,W,数码之家,https://www.digitalhome.com,,
1920x1080,1,个,"HDMI, USB, >8Gbps",6GB,1080P,8Gbps,1080,P,40,米,19,毫秒,"VGA, USB",AC12V,50,W,视频论坛,https://www.videoforum.com,,
2560x1080,2,个,"SDI, HDMI, >15Gbps",8GB,UltraWide,15Gbps,1080,P,70,米,20,毫秒,"HDMI, RS232",AC220V,55,W,视听文化,https://www.avculture.com,,
3840x2160,1,个,"USB, Ethernet, >25Gbps",16GB,4K,25Gbps,2160,P,100,米,24,毫秒,"USB 3.1, HDMI",AC240V,110,W,视频创新,https://www.videoinnovation.com,,
1280x720,1,个,"HDMI, USB, >5Gbps",4GB,720P,5Gbps,480,P,20,米,18,毫秒,VGA,AC5V,15,W,数码资讯,https://www.digitalinfo.com,,
3840x2160,1,个,"HDMI, Ethernet, >30Gbps",20GB,4K,30Gbps,2160,P,150,米,27,毫秒,"USB-C, HDMI",AC220V,95,W,现代数字,https://www.moderndigital.com,,
2560x1440,2,个,"SDI, HDMI, >20Gbps",10GB,1440P,20Gbps,1440,P,80,米,18,毫秒,"USB, HDMI",AC220V,70,W,电子观察,https://www.electronicwatch.com,,
5120x2880,3,个,"USB-C, HDMI, >45Gbps",24GB,5K,45Gbps,2880,P,110,米,30,毫秒,"HDMI, Ethernet",AC220V,130,W,数码达人,https://www.digitalmaster.com,,
2560x1440,3,个,"HDMI, USB 3.0, >10Gbps",16GB,1440P,10Gbps,1440,P,50,米,30,毫秒,"USB, RS232",AC220V,75,W,未来科技,https://www.futuretech.com,,
3840x2160,2,个,"HDMI, SDI, >25Gbps",32GB,4K,25Gbps,2160,P,150,米,24,毫秒,"HDMI, USB-C",AC120V,110,W,数字影像,https://www.digitalimaging.com,,
6400x3600,4,个,"SDI, HDMI, >50Gbps",64GB,6K,50Gbps,3600,P,200,米,28,毫秒,"USB 3.1, Ethernet",AC240V,200,W,专业音视频,https://www.proaudio.com,,
1920x1080,1,个,"HDMI, VGA, >10Gbps",8GB,1080P,10Gbps,1080,P,60,米,14,毫秒,"HDMI, USB",AC220V,65,W,新科技日报,https://www.newtechnologydaily.com,,
7680x4320,6,个,"SDI, Fibre Channel, >100Gbps",128GB,8K,100Gbps,4320,P,500,米,40,毫秒,"USB3.2, Ethernet",AC240V,600,W,视频工程,https://www.videoengineering.com,,
3840x2160,2,个,"HDMI, DisplayPort, >20Gbps",32GB,4K,20Gbps,2160,P,150,米,19,毫秒,"HDMI, USB-C",AC220V,95,W,科技园区,https://www.techpark.com,,
5120x2880,3,个,"USB-C, HDMI, >30Gbps",16GB,5K,30Gbps,2880,P,100,米,26,毫秒,"USB, RS232",AC110V,150,W,科研前沿,https://www.sciencefrontiers.com,,
2560x1440,1,个,"HDMI, Composite, >8Gbps",8GB,1440P,8Gbps,1440,P,60,米,15,毫秒,"USB, RS232",AC220V,70,W,新视野,https://www.newhorizons.com,,
1920x1080,1,个,"HDMI, USB, >10Gbps",4GB,1080P,10Gbps,1080,P,40,米,18,毫秒,"USB 3.0, HDMI",AC110V,60,W,技术评论,https://www.techreview.com,,
3840x2160,3,个,"HDMI, DisplayPort, >25Gbps",32GB,4K,25Gbps,2160,P,125,米,20,毫秒,"HDMI, USB-C",AC220V,90,W,绿色科技,https://www.green-technology.com,,
5120x2880,4,个,"USB-C, HDMI, >40Gbps",64GB,5K,40Gbps,2880,P,90,米,22,毫秒,"USB, Thunderbolt",AC110V,140,W,科技频道,https://www.techchannel.com,,
1280x720,1,个,"VGA, USB, >5Gbps",4GB,720P,5Gbps,720,P,20,米,17,毫秒,"RS232, USB",AC5V,15,W,视频技术网,https://www.videotechnology.com,,
1920x1080,2,个,"HDMI, USB, >15Gbps",8GB,1080P,15Gbps,1080,P,80,米,29,毫秒,"USB, HDMI",AC220V,85,W,高清视频,https://www.highdefinitionvideo.com,,
1920x1080,1,个,"HDMI, USB, >10Gbps",4GB,1080P,10Gbps,1080,P,50,米,10,毫秒,USB-C,AC12V,40,W,科技时报,https://www.technews.com,,
3840x1600,3,个,"DisplayPort, >20Gbps",16GB,WQHD,20Gbps,1600,P,80,米,30,毫秒,"HDMI, USB",AC110V,85,W,电子技术,https://www.electronictech.com,,
2560x1440,2,个,"HDMI, Ethernet, >15Gbps",8GB,1440P,15Gbps,1440,P,90,米,25,毫秒,"USB, RS232",AC220V,75,W,数字媒体观察,https://www.digitalmediawatch.com,,
5120x2160,4,个,"HDMI, DisplayPort, >25Gbps",32GB,5K,25Gbps,2160,P,120,米,20,毫秒,"USB-C, Ethernet",AC220V,140,W,影像技术网,https://www.imagingtech.com,,
7680x4320,6,个,"SDI, HDMI, >100Gbps",128GB,8K,100Gbps,4320,P,400,米,40,毫秒,"USB 3.1, RS232",AC240V,500,W,影视技术指南,https://www.filmmakingtechguide.com,,
3840x2160,2,个,"USB-C, Ethernet, >40Gbps",16GB,4K,40Gbps,2160,P,150,米,30,毫秒,"HDMI, USB",AC220V,110,W,网络技术前沿,https://www.networktechnews.com,,
1600x1200,1,个,"HDMI, SDI, >6Gbps",2GB,UXGA,6Gbps,1200,P,20,米,15,毫秒,VGA,AC5V,25,W,消费电子,https://www.consumerelectronics.com,,
2560x1080,1,个,"HDMI, Type-C, >12Gbps",8GB,UltraWide,12Gbps,1080,P,60,米,18,毫秒,"USB, HDMI",AC110V,80,W,超高清电视网,https://www.ultrahdtelevision.com,,
4200x2400,4,个,"SDI, HDMI, >35Gbps",32GB,4K,35Gbps,2400,P,300,米,20,毫秒,"USB-C, Ethernet",AC220V,150,W,视听技术,https://www.audiovisualtech.com,,
8000x4000,10,个,"SDI, Ethernet, >150Gbps",512GB,8K,150Gbps,4000,P,500,米,50,毫秒,"USB 3.2, HDMI",AC240V,600,W,技术前沿,https://www.techfrontier.com,,
3840x1080,2,个,"HDMI, USB, >18Gbps",16GB,UltraWide,18Gbps,1080,P,100,米,27,毫秒,"USB, HDMI",AC220V,95,W,图像处理,https://www.imageprocessing.com,,
5120x3200,5,个,"HDMI, DisplayPort, >60Gbps",64GB,5K,60Gbps,3200,P,250,米,45,毫秒,"USB-C, RS232",AC240V,180,W,最新技术,https://www.latesttech.com,,
1280x720,1,个,"USB, HDMI, >5Gbps",4GB,720P,5Gbps,480,P,30,米,14,毫秒,USB,AC5V,20,W,科技周报,https://www.techweekly.com,,
1920x1080,2,个,"HDMI, USB 3.0, >10Gbps",16GB,1080P,10Gbps,1080,P,50,米,20,毫秒,USB-C,AC220V,75,W,高清视频网,https://www.highdefvideo.com,,
3840x2160,3,个,"HDMI, Ethernet, >40Gbps",32GB,4K,40Gbps,2160,P,150,米,25,毫秒,RS232,AC110V,100,W,科技前沿,https://www.techfrontier.com,,
3840x2160,1,个,"USB-C, HDMI, >20Gbps",12GB,4K,20Gbps,2160,P,90,米,15,毫秒,"USB 3.1, HDMI",AC120V,85,W,新视界,https://www.newvision.com,,
7680x4320,4,个,"SDI, HDMI, >100Gbps",128GB,8K,100Gbps,4320,P,500,米,30,毫秒,"USB 3.1, Ethernet",AC240V,500,W,未来科技,https://www.futuretechnology.com,,
2560x1440,1,个,"HDMI, USB 3.0, >10Gbps",6GB,1440P,10Gbps,1440,P,60,米,18,毫秒,"VGA, USB",AC220V,60,W,绿色科技,https://www.greentechnology.com,,
1920x1080,1,个,"HDMI, Type-C, >5Gbps",4GB,1080P,5Gbps,1080,P,30,米,23,毫秒,USB-C,AC110V,50,W,数码生活,https://www.digitalife.com,,
2560x1080,2,个,"HDMI, USB, >15Gbps",8GB,UltraWide,15Gbps,1080,P,40,米,15,毫秒,VGA,AC220V,70,W,视听联盟,https://www.audiovisualalliance.com,,
3840x2160,3,个,"HDMI 2.1, Ethernet, >50Gbps",32GB,4K,50Gbps,2160,P,150,米,20,毫秒,"USB-C, RS232",AC220V,110,W,数字视界,https://www.digitalvision.com,,
5120x2880,5,个,"USB-C, HDMI, >50Gbps",64GB,5K,50Gbps,1440,P,60,米,28,毫秒,"USB, RS232等",AC220V,180,W,云计算前沿,https://www.cloudcomputingfrontier.com,,
1280x720,3,个,"HDMI, USB, >10Gbps",8GB,720P,10Gbps,720,P,30,米,10,毫秒,USB,AC110V,30,W,趋势科技,https://www.trendtech.com,,
2160x1080,2,个,"HDMI, USB, >20Gbps",16GB,UltraWide,20Gbps,1080,P,80,米,20,毫秒,"VGA, USB",AC220V,90,W,高端音响,https://www.highendaudio.com,,
1280x720,2,个,"HDMI, VGA, >6Gbps",2GB,720P,6Gbps,480,P,35,米,22,毫秒,RS232,AC5V,15,W,虚拟现实,https://www.virtualreality.com,,
2560x1440,2,个,"HDMI, SDI, >15Gbps",8GB,1440P,15Gbps,1440,P,80,米,19,毫秒,"USB, HDMI",AC220V,85,W,未来数字,https://www.futuredigital.com,,
3840x2160,2,个,"HDMI, USB 3.2, >20Gbps",16GB,4K,20Gbps,2160,P,150,米,28,毫秒,USB-C,AC220V,90,W,科学普及网,https://www.sciencepopularization.com,,
1920x1080,1,个,"HDMI, SDI, >10Gbps",4GB,1080P,10Gbps,1080,P,50,米,22,毫秒,HDMI,AC110V,70,W,数码时代,https://www.digitalera.com,,
2560x1440,3,个,"HDMI, Ethernet, >15Gbps",12GB,1440P,15Gbps,1440,P,80,米,18,毫秒,"USB, RS422",AC220V,75,W,未来科技,https://www.futuretech.com,,
5120x2880,4,个,"USB-C, HDMI, >25Gbps",32GB,5K,25Gbps,2880,P,90,米,30,毫秒,USB 3.1,AC110V,150,W,数字映像,https://www.digitalimage.com,,
