分类,品牌,领域,技术特点,采集来源,来源链接,采集时间,备注【疑问汇总】
运动品牌,李宁,运动鞋服,推出专为篮球设计的“舵手”中底科技，提升运动表现,公司公告、体育周刊,https://www.lining.com,,
运动品牌,耐克,运动鞋服,耐克自适应技术，鞋款可根据脚型自动调整,行业分析、公司报告,https://www.nike.com,,
运动品牌,阿迪达斯,运动鞋服,利用3D打印技术实现个性化定制，满足消费者需求,科技评论、公司公告,https://www.adidas.com,,
运动品牌,匹克,运动鞋服,推出TPU抗扭转技术，提升运动时稳定性,公司公告、财务报告,https://www.peak.com.cn,,
运动品牌,斯凯奇,运动鞋服,Hyper Burst中底科技，提供优异的能量回馈,消费者反馈、行业媒体,https://www.skechers.com,,
运动品牌,唯品会,运动综合,结合社区反馈推出品牌定制系列，提升用户参与感,电商平台数据,https://www.vip.com,,
运动品牌,鬼冢虎,运动鞋服,独特的复古设计结合现代技术，重塑经典,时尚杂志、公司公告,https://www.onitsukatiger.com,,
运动品牌,FILA,运动鞋服,推出全新复古跑鞋系列，结合现代时尚元素,潮流指南、品牌宣传,https://www.fila.com,,
运动品牌,特步,运动鞋服,全新Sensory科技，提升运动脚感，适用于多种运动场景,公司公告,https://www.xrsports.cn/,,
运动品牌,亚瑟士,跑鞋,FlyteFoam科技，增强缓震体验，专注于长跑赛事,欧瑞、公司公告、wind,https://www.asics.com/,,
运动品牌,Hoka One One,运动鞋服,高缓冲设计，适合长途跑步爱好者，逐渐赢得市场份额,行业报告,https://www.hokaoneone.com/,,
运动品牌,匡威,运动鞋服,经典帆布设计结合现代防水科技，适合多场景穿着,公司公告,https://www.converse.com/,,
运动品牌,新百伦,运动鞋服,将Fresh Foam科技应用于日常运动鞋，注重舒适与健康,行业分析,https://www.newbalance.com/,,
运动品牌,耐克,运动鞋服,推出末端可回收鞋款，践行可持续发展理念,绿色时尚网站,https://www.nike.com/sustainability,,
运动品牌,彪马,运动鞋服,联合环保组织，推出全新可降解系列，走在环保尖端,公司公告,https://www.puma.com/,,
运动品牌,李宁,运动鞋服,结合中国传统文化理念，推出独特艺术鞋款，吸引年轻消费者,市场调研,https://www.lining.com/,,
运动品牌,安踏,运动鞋服,旗下多品牌战略，推出多个运动技术选择，覆盖各种消费者需求,行业新闻,https://www.anta.com/,,
运动品牌,361°,运动鞋服,多项新材料科技应用于跑步鞋中，提升运动性能,公司公告,https://www.361sport.com/,,
运动品牌,Asics,运动鞋服,FlyteFoam和GEL技术结合，提升跑步灵活性与舒适度,公司公告、欧瑞,https://www.asics.com,,
运动品牌,Under Armour,运动鞋服,采用UA HOVR技术，提供无重感和前所未有的反弹性能,公司公告、风投圈,https://www.underarmour.com,,
运动品牌,New Balance,运动鞋服,采用Fresh Foam技术，增强缓震效果与舒适性,公司公告、欧瑞,https://www.newbalance.com,,
运动品牌,匡威,运动鞋服,通过Chucks重新定义经典，通过可回收材料打造环保款式,公司公告、时尚杂志,https://www.converse.com,,
运动品牌,Saucony,运动鞋服,采用PWRRUN科技，提升运动跑步的稳定性和舒适度,公司公告、专业评价网站,https://www.saucony.com,,
运动品牌,Hoka One One,运动鞋服,夸张的泡沫鞋底设计，提供卓越的减震效果,公司公告、跑步社区,https://www.hokaoneone.com,,
运动品牌,Brooks,运动鞋服,DNA LOFT技术，确保为跑者提供最大缓冲和舒适感,公司公告、运动科技论坛,https://www.brooksrunning.com,,
运动品牌,On,运动鞋服,CloudTec技术，提供独特的云形减震舒适体验,公司公告、运动产业分析,https://www.on-running.com,,
运动品牌,Puma,运动鞋服,CELL技术，提升稳定性与舒适度，非常适合运动员,公司公告、行业报告,https://www.puma.com,,
运动品牌,Li-Ning,运动鞋服,运用3D打印技术，追求高精度设计和个性化需求,公司公告、科技新闻,https://www.lining.com,,
运动品牌,安耐吉,运动鞋服,引入新型轻量泡沫科技，增强舒适度和透气性,行业报告、公司公告,https://www.anaiji.com/news,,
运动品牌,特步,运动鞋服,采用智能温控技术，根据运动者的体温调节鞋内环境,行业报告、媒体报道,https://www.tebu.com/news,,
运动品牌,亚瑟士,运动鞋服,结合生物力学设计，提升跑步效率,专家评测、公司公告,https://www.asics.com/us/en-us,,
运动品牌,HOKA,跑鞋,超软中底设计，减轻跑步时对脚踝的压力,行业报告、用户评测,https://www.hoka.com/en_us,,
运动品牌,新百伦,运动鞋服,推出环境友好型材料，强调可持续发展,公司公告、时尚杂志,https://www.newbalance.com,,
运动品牌,北面,户外服饰,采用GORE-TEX技术，提升防水透气性能,公司公告、用户体验分享,https://www.thenorthface.com,,
运动品牌,迪卡侬,运动鞋服,推出低成本高性能的运动装备，促进大众运动,媒体报道、公司公告,https://www.decathlon.com,,
运动品牌,Under Armour,运动鞋服,增强的抗菌科技，保持运动服的清新,专家评测、公司公告,https://www.underarmour.com,,
运动品牌,负氢,运动鞋服,采用负氢技术，减少运动后的疲劳感,创新研究、行业发布,https://www.neghydrogen.com,,
运动品牌,耐克,运动鞋服,推出React技术，提供无与伦比的舒适感和支持,公司公告、科技评测,https://www.nike.com,,
运动品牌,Hoka One One,跑鞋,采用先进的中底泡棉技术，提供额外的舒适性与支持,公司公告、行业分析报告,https://www.hokaoneone.com/,,
运动品牌,Asics,运动鞋服,GEL技术提升冲击吸收性能，关注跑者的个性化需求,行业报告、相关新闻,https://www.asics.com/,,
运动品牌,Saucony,跑鞋,PWRRUN中底材料优化减震效果，增强舒适性,跑步杂志、产品发布,https://www.saucony.com/,,
运动品牌,滑雪者,滑雪装备,使用无人机技术优化滑雪设备的设计和测试,创新报道、公司新闻,https://www.skiers.com/,,
运动品牌,ON,跑鞋,CloudTec技术提供独特的跑步体验，专注于脚感的舒适性,消费者反馈、公司公告,https://www.on-running.com/,,
运动品牌,Under Armour,运动服饰,利用透气面料和抗臭技术，提供全天候的穿着舒适度,市场报告、公司公告,https://www.underarmour.com/,,
运动品牌,亚瑟士,跑鞋,FluidFit技术兼顾灵活性与支撑，提升跑步体验,产品评测、公司公告,https://www.asics.com.cn/,,
运动品牌,Riot,运动服饰,结合可持续发展理念，在材料选择上注重环保,行业展会、公司公告,https://www.riot.com/,,
运动品牌,Oiselle,女性运动服,专注于女性运动需求，采用高弹性透气材料,时尚杂志、运动评测,https://www.oiselle.com/,,
运动品牌,新百伦,运动鞋服,通过数据驱动进行产品开发，确保了定制化和适应性,市场调研报告、公司公告,https://www.newbalance.com/,,
运动品牌,新百伦,运动鞋服,推出Fresh Foam科技，提升跑步鞋的舒适度与支撑性,公司公告、运动鞋评测网站,https://www.newbalance.com,,
运动品牌,李宁,运动鞋服,融合增强现实（AR）与虚拟现实（VR）训练系统,科技新闻、公司公告,https://www.lining.com,,
运动品牌,耐克,运动鞋服,全新FlyEase技术，让残障人士的穿鞋更加便利,国际运动会议、公司报告,https://www.nike.com,,
运动品牌,阿迪达斯,运动鞋服,实施可持续发展战略，推出可回收材料的鞋款,可持续时尚杂志、公司公告,https://www.adidas.com,,
运动品牌,彪马,运动鞋服,通过智能穿戴设备与鞋款结合，加强运动表现分析,运动科技博览、公司公告,https://www.puma.com,,
运动品牌,安踏,运动鞋服,开发轻质跑鞋系列，使用户在长时间运动中更舒适,体育产业报告、公司公告,https://www.anta.com,,
运动品牌,特步,运动鞋服,整合智能科技，推出APP监测跑鞋磨损程度,科技新闻、公司公告,https://www.xtep.com,,
运动品牌,361°,运动鞋服,Innovative Energy Return技术，增强撞击吸收和回弹性能,行业展会、公司公告,https://www.361sport.com,,
运动品牌,怪物,运动鞋服,独特弹性中底结构，提升极限运动结构性能,公司公告、行业分析报告,https://www.monstersport.com,,
运动品牌,露露柠檬,瑜伽服饰,采用高弹力和透气性面料，提升运动中的舒适性,时尚生活杂志、公司公告,https://www.lululemon.com,,
运动品牌,新平衡,运动鞋服,采用Fresh Foam技术提升缓震效果，增加跑步时的舒适感,公司公告、运动杂志,https://www.newbalance.com/,,
运动品牌,ASICS,运动鞋服,GEL技术持续优化，提供卓越的冲击吸收和稳定性,公司公告、体育评测,https://www.asics.com/,,
运动品牌,Under Armour,运动鞋服,HOVR科技，提升能量回馈，助力运动表现,行业报告、运动论坛,https://www.underarmour.com/,,
运动品牌,斯凯奇,运动鞋服,Air Cooled Goga Mat技术，增强长时间穿着的舒适性,公司公告、行业分析,https://www.skechers.com/,,
运动品牌,饿狼,极限运动设备,特色防水材料和冲击防护设计，适合极限运动,公司公告、极限运动网站,https://www.wolf.com/,,
运动品牌,科罗娜,健康运动服饰,采用可再生材料制作，支持可持续时尚,环保杂志、公司公告,https://www.corona.com/,,
运动品牌,北面,户外装备,FUTURELIGHT技术，提供透气防水的材料解决方案,公司公告、户外运动评测,https://www.thenorthface.com/,,
运动品牌,FILA,运动鞋服,融合复古风格与现代科技，搭载在鞋底的气垫技术,公司公告、时尚平台,https://www.fila.com/,,
运动品牌,Hoka One One,跑鞋,MAXIMALIST设计理念，提供极致舒适和缓震体验,业内报告、运动论坛,https://www.hokaoneone.com/,,
运动品牌,Puma,运动鞋服,使用雷电技术，使运动鞋更加轻盈且快速,公司公告、运动评论,https://www.puma.com/,,
运动品牌,新百伦,运动鞋服,采用可回收材料，推出具有环保性能的Vegan系列鞋款,公司公告、行业报告、搜狐,https://www.sohu.com/a/419904834_162522,,
运动品牌,Nike,运动鞋服,推出Flyleather技术，使用回收材料制造轻量化运动鞋,公司公告、行业观察、风投快报,https://www.venturebeat.com/2023/01/04/nike-flyleather-launch/,,
运动品牌,阿迪达斯,运动鞋服,搭载未来智能科技的跑鞋，通过APP监测用户运动数据,公司新闻、市场观察、36氪,https://www.36kr.com/p/2109123632040324,,
运动品牌,亚瑟士,运动鞋服,使用GEL技术改善足部舒适度，推出升级版跑鞋,品牌官网、央视新闻、人民网,https://www.athletics.org/news/2023-asics-gel-series,,
运动品牌,斯凯奇,运动鞋服,以舒适为核心，推出复古跑鞋，搭载Air-Cooled技术,行业报告、公司公告、搜狐时尚,https://fashion.sohu.com/2022/skechers-launches-retro-shoes,,
运动品牌,勇士,运动鞋服,关注跑步者力量输出，推出磁悬浮技术跑鞋，提升反应速度,公司公告、跑步网、体育大生意,https://sports.business.cn/news/2023/warrior-magnetic-suspension-shoes,,
运动品牌,彪马,运动鞋服,启动与环保组织合作，推出以可降解材料制成的鞋款,公司新闻、市场趋势、风投日报,https://www.puma.com/en/environmental-projects-2023,,
运动品牌,Under Armour,运动鞋服,通过科技创新，推出自适应鞋垫以优化运动体验,欧美新闻、行业分析、科技日报,https://www.underarmour.com/2023/adaptive-insoles-launch,,
运动品牌,安踏,运动鞋服,融入云技术与大数据，推出智能运动鞋，实时反馈用户信息,公司公告、行业研报、腾讯新闻,https://tech.qq.com/a/20230315/000619.htm,,
运动品牌,李宁,运动鞋服,注重传承与创新，推出具有中国传统文化元素的科技鞋款,品牌官网、新华网、时尚COSMO,https://fashion.cosmopolitan.com.cn/article/2023/lin-ning-innovation,,
运动品牌,UNDER ARMOUR,运动鞋服,使用UA HOVR™技术，提供出色的能量回馈和缓震性能,欧瑞、公司公告、市场分析,https://www.underarmour.com,,
运动品牌,ASICS,运动鞋服,GEL™技术用于缓震，适合长时间跑步者,公司公告、行业报告、wind,https://www.asics.com,,
运动品牌,Saucony,跑鞋,使用PWRRUN+中底技术，提高跑步舒适性,行业报告、市场分析,https://www.saucony.com,,
运动品牌,Hoka One One,跑鞋,Meta-Rocker设计，提升跑步流畅性,市场调研、公司新闻,https://www.hokaoneone.com,,
运动品牌,丈夫,户外运动,独特的水氧气候技术，适应多变天气,公司公告、市场分析,https://www.zhangfu.com,,
运动品牌,匡威,运动鞋服,经典的Chuck Taylor All Star设计，加入现代科技材料,合作项目、品牌发布,https://www.converse.com,,
运动品牌,新平衡,运动鞋服,Fresh Foam技术，增强舒适度和支撑性,品牌公告、行业数据,https://www.newbalance.com,,
运动品牌,彪马,运动鞋服,与时尚界合作推出的创新产品系列,时尚杂志、品牌新闻,https://www.puma.com,,
运动品牌,Brooks,跑鞋,DNA LOFT中底技术，适合各种跑步者,行业咨询、市场动态,https://www.brooksrunning.com,,
运动品牌,The North Face,户外运动,Futurelight™技术，防水透气性能优越,公司报告、行业趋势,https://www.thenorthface.com,,
