品牌,面料,科技含量,特点,主要产品,采集来源,来源链接,采集时间,备注【疑问汇总】
优衣库,Airism、BlockTech,高,透气、轻盈、防风,户外服装、运动衣,公司官网,https://www.uniqlo.cn/,,
Avalanche,HydraFlex、ThermoCore,高,防水、快干、保暖,滑雪服,公司官网,https://www.avalanche.com/,,
Fjällräven,G-1000 Eco、Bergshell,高,耐磨、环保、防风,户外背包、服装,生态环保中心,https://www.fjallraven.com/,,
New Balance,Fresh Foam、Hypoknit,高,轻便、高弹性、舒适包裹,跑步鞋、训练鞋,公司官网,https://www.newbalance.cn/,,
Puma,PUMA Cell、NITRO,高,高弹性、支持性强、舒适,跑步鞋、训练鞋,公司官网,https://www.puma.com.cn/,,
波司登,热能面料、抗风面料,高,防风保暖、轻便、耐磨,户外夹克、羽绒服,公司官网,https://www.bosideng.com/,,
特步,Air Mesh、CoolDry,高,透气、快干、舒适,运动T恤、跑步短裤,公司官网,http://www.xtep.com/,,
H&M,再生聚酯、Organic Cotton,中,环保、舒适、可持续,休闲服、运动服,公司官网,https://www.hm.com/,,
Lululemon,Nulu、Nulux,高,柔软、透气、适合高强度运动,瑜伽裤、运动上衣,公司官网,https://www.lululemon.com/,,
ASICS,Flyshell、SpEVA,高,防水、轻便、稳定性强,跑步鞋、户外鞋,公司官网,https://www.asics.com.cn/,,
Under Armour,UA Storm、UA Charged,高,防水、舒适、回弹,运动夹克、泳衣,公司官网,https://www.underarmour.cn/,,
李宁,动能科技、透气网眼,高,轻盈透气、舒适回弹,羽毛球服、篮球服,公司官网,https://store.lining.com/,,
安踏,轻透面料、舒适内衬,高,透气、舒适、抗紫外线,户外装备、防晒衣,公司官网,http://anta.cn/,,
彪马,KnitMesh、NITRO Foam,高,透气、舒适、有助于运动表现,跑步鞋、训练鞋,公司官网,https://www.puma.com/,,
新百伦,Fresh Foam、Hypoknit,高,轻盈、缓震、支撑性强,跑步鞋、健身鞋,公司官网,https://www.newbalance.com/,,
北面,GORE-TEX、Fleece,高,防水、保暖、耐磨,户外夹克、登山鞋,公司官网,https://www.thenorthface.com/,,
H&M,Repreve再生聚酯,中,环保材料、舒适、适合日常穿着,休闲服、运动裤,时尚行业报告,https://www.hm.com/,,
Lululemon,Nulu、Luxtreme,高,超柔软、透气、适合高强度运动,瑜伽裤、运动上衣,公司官网,https://www.lululemon.com/,,
安踏,智能温控面料,高,根据环境变化自动调温、透气,运动外套、跑步服,行业展会,http://anta.cn/,,
李宁,空调科技、超轻材质,高,透气、轻便、舒适,运动T恤、运动裤,公司科技研发报告,https://store.lining.com/,,
阿迪达斯,Parley Ocean Plastic,高,海洋塑料再生、环保、轻盈,跑步鞋、运动服,可持续发展报告,https://www.adidas.com.cn/,,
特步,Nylon Soft Shell,中,轻便、防水、耐磨损,户外运动服、登山装备,行业杂志,http://www.xtep.com/,,
361度,Anti-Odor技术面料,高,防臭、持久透气、舒适,跑步鞋、运动袜,公司官网,http://www.361sport.com/,,
新百伦,FuelCell、Fresh Foam,高,高回弹、轻盈舒适、优异的缓震性能,跑步鞋、训练鞋,公司官网,https://www.newbalance.cn/,,
PUMA,CELL、FW-FAST,高,优质抓地力、轻便、运动表现佳,跑步鞋、训练鞋,公司官网,https://www.puma.com.cn/,,
Lululemon,Nulu、Nulux,高,极度轻盈、超强透气、适合极限运动,瑜伽服、训练裤,公司官网,https://www.lululemon.com/,,
H&M,RECYCLED POLYESTER、ORGANIC COTTON,高,环保、透气、极易清洗,运动服、休闲服,公司官网,https://www2.hm.com/,,
Nike,Space Fabric、Cool-Gama,高,增强运动舒适度、环境友好、能量回馈,环保跑步服、训练装备,公司官网,https://www.nike.com.cn/,,
阿迪达斯,Primegreen、Primeblue,高,可持续设计、吸湿排汗、透气,运动鞋、运动服,公司官网,https://www.adidas.com.cn/,,
特步,Nano Tech、Air Mesh,高,超轻舒适、透气性强、抗菌,跑步鞋、训练衣,公司官网,http://www.xtep.com/,,
Under Armour,UA RUSH、UA STORM,高,支持肌肉恢复、耐候性好，透气性强,运动紧身衣、跑步外套,公司官网,https://www.underarmour.cn/,,
亚瑟士,GEL-AEGIS、FluidFit,高,动态包裹、高效减震、适合长跑,跑鞋、运动服,公司官网,https://www.asics.com.cn/,,
361度,K-Weave、KD Boost,高,优质透气、卓越回弹、舒适穿着,跑步鞋、训练装备,公司官网,http://www.361sport.com/,,
新百伦,Fresh Foam、Hypoknit,高,超轻、舒适、适合长时间穿着,跑步鞋、休闲鞋,公司官网,https://www.newbalance.com.cn/,,
Puma,CELL、Nimbus,高,减震效果好、支持性强、适合多功能运动,训练鞋、跑鞋,公司官网,https://www.puma.cn/,,
北面,GORE-TEX、ThermoBall,高,防水保暖、轻便透气、适合户外探险,户外夹克、滑雪服,公司官网,https://www.thenorthface.com.cn/,,
Speedo,Eco Endura-Flex,高,环保、快干、强弹性,游泳衣、泳裤,公司官网,https://www.speedo.cn/,,
安踏,氢科技、3D弹性编织,高,轻量、舒适、持久耐用,跑步鞋、运动装备,行业新闻,http://www.sportbusiness.com/,,
李宁,Windproof、抗紫外线材料,高,防风、防晒、适合户外运动,户外运动夹克、登山服,公司宣传册,https://www.lining.com/,,
ASCIS,FlyteFoam、GEL,高,长效减震、轻便、适合跑步,慢跑鞋、竞速鞋,运动科技展会,https://www.asics.com.cn/,,
Fila,POWERMESH、QuickDry,高,透气性好、快干、适合多种运动,运动短裤、汗衫,品牌产品目录,https://www.fila.cn/,,
Lululemon,Nulu、Luxtreme,高,高度灵活、快干、舒适亲肤,瑜伽裤、健身上衣,产品用户评测,https://www.lululemon.com/,,
Under Armour,UA RUSH、UA NXT,高,促进血液流动、提升耐力、透气,运动裤、技术型运动衫,运动品牌日,https://www.underarmour.cn/,,
Puma,NITECATTECH、RHYTHM,高,夜间反光、舒适透气、高弹性,跑步鞋、运动外套,公司官网,https://www.puma.com/,,
New Balance,Fresh Foam、Hypoknit,高,缓冲舒适、适应性强、透气性好,运动鞋、跑步鞋,公司官网,https://www.newbalance.com.cn/,,
特步,Nano轻量面料、ThermoGuard,高,降低风阻、保暖、防水,冬季运动外套、长裤,公司官网,http://www.xtep.com/,,
安踏,3D透气网面、动态支撑科技,高,增强支撑、透气、适合多种运动,篮球鞋、足球鞋,公司官网,http://anta.cn/,,
Nike,Flyleather、Aeroswift,高,环保皮革、超轻、快速干燥,足球鞋、田径装备,公司官网,https://www.nike.com.cn/,,
Under Armour,UA Iso-Chill、UA RUSH,高,调节温度、增强运动表现,运动T恤、健身服,公司官网,https://www.underarmour.cn/,,
亚瑟士,Gel-Kayano、FlyteFoam,高,出色回弹、舒适、减震,跑步鞋,公司官网,https://www.asics.com.cn/,,
李宁,专业运动抗菌面料、动感科技,高,防臭、快速干燥、舒适性佳,运动T恤、运动裤,公司官网,https://store.lining.com/,,
露露柠檬,LuxeLite、Swiftly,高,超舒适、快速干燥、适合高强度训练,瑜伽裤、运动顶部,公司官网,https://www.lululemon.com/,,
特步,Recycled Polyester、Water-Repellent,高,环保材料、防水、耐用,运动风衣、背包,公司官网,http://www.xtep.com/,,
李宁,竖纹科技面料、复合防水膜,高,透气防水、舒适贴合、适合潮湿天气,户外跑鞋、运动外套,公司官网,https://store.lining.com/,,
安踏,双层网眼、超轻 EVA,高,吸湿透气、轻质舒适、降低运动时重量,运动训练鞋、休闲鞋,行业报告,https://www.anta.cn/,,
特步,生物基聚合物、可再生材料,高,环境友好、可降解、减轻环境负担,环保跑步鞋、运动夹克,新闻报道,http://www.xtep.com/,,
361度,Nano Fabric、光感加热材料,高,温度调节、适合寒冷环境、保持舒适,冬季运动服、滑雪装备,公司官网,http://www.361sport.com/,,
Adidas,Futurecraft 4D、Continental材料,高,先进生产工艺、良好抓地力、提升运动表现,跑步鞋、足球鞋,官方发布,https://www.adidas.com.cn/,,
Under Armour,Seamless Knit、UV防护材料,高,无缝设计、出色透气性、防晒,户外运动服、游泳服,公司官网,https://www.underarmour.cn/,,
On昂跑,CloudTec、Zero-Gravity泡沫,高,轻量化设计、高度舒适、优异缓震,跑步鞋、跑步服,行业分析,https://www.on-running.cn/,,
Nike,Nike Air、Flywire技术,高,轻盈支撑、适合长时间运动、提升性能,马拉松鞋、训练鞋,新品发布会,https://www.nike.com.cn/,,
亚瑟士,GEL、SpEVA泡沫,高,高度舒适、减震效果明显、适合跑步,跑鞋、训练鞋,用户评测,https://www.asics.com.cn/,,
露露柠檬,Nulu、Luxtreme,高,超柔软、适合高强度活动、优秀透气性,瑜伽服、运动内衣,时尚杂志,https://www.lululemon.com/,,
彪马,PUMA CELL、NITRO FOAM,高,超级轻量、动态适应、卓越舒适度,跑步鞋、训练鞋,公司官网,https://www.puma.com.cn/,,
新百伦,Fresh Foam、Hypoknit,高,卓越缓震、灵活支撑、环保材料,跑鞋、休闲鞋,公司官网,https://www.newbalance.com.cn/,,
匡威,Chuck 70 Canvas、Innovative Knit,中,经典剪裁、柔软舒适、透气设计,运动鞋、休闲鞋,公司官网,https://www.converse.com.cn/,,
H&M,再生聚酯纤维、有机棉,中,环保、时尚、舒适透气,运动服、休闲服,公司官网,https://www.hm.com/cn/,,
安踏,美利奴羊毛、透气网眼布,高,温度调节、透气、抗菌,户外服、运动外套,公司官网,http://anta.cn/,,
阿迪达斯,未来耐磨针织、Climacool,高,极佳透气性、耐久性、舒适感,运动外套、运动裤,公司官网,https://www.adidas.com.cn/,,
李宁,轻质氨纶、抗菌聚合物,高,轻便、抑制异味、保暖,健身服、训练裤,公司官网,https://store.lining.com/,,
露露柠檬,Nulux、高弹力涤纶,高,良好伸展性、干爽舒适、抗拉扯,瑜伽裤、运动内衣,公司官网,https://www.lululemon.com/,,
Under Armour,UA RUSH、UA STORM,高,增强血液循环、抗水性、透气,运动上衣、外套,公司官网,https://www.underarmour.cn/,,
361度,高分子网布、抗菌聚酯,高,透气、抗臭、持久耐用,运动鞋、跑步衣,公司官网,http://www.361sport.com/,,
Puma,Neko Knit、Cell Cushioning,高,透气、舒适、优良回弹性,运动鞋、休闲鞋,公司官网,https://www.puma.com/,,
New Balance,Fresh Foam、Hypoknit,高,减震、贴合、轻便,跑步鞋、训练鞋,公司官网,https://www.newbalance.cn/,,
Xtep,Waterproof Nylon、Thermo Fabric,高,防水、防风、适合户外,户外运动服、登山鞋,公司官网,http://www.xtep.com/,,
Skechers,Air Cooled Goga Mat、Resalyte,高,吸湿、轻盈、舒适,休闲鞋、运动鞋,公司官网,https://www.skechers.cn/,,
Lafuma,F-Lite Bio、Eco Care,高,环保、透气、耐用,登山服、户外背包,公司官网,https://www.lafuma.com/,,
Columbia,Omni-Tech、Omni-Heat,高,防水、保暖、透气,户外夹克、滑雪服,公司官网,https://www.columbia.com.cn/,,
ASICS,GEL Technology、FlyteFoam,高,减震、轻便、长时间舒适,跑步鞋、运动服,公司官网,https://www.asics.com.cn/,,
FILA,Stretch Fiber、Cool Max,高,吸湿排汗、弹性好、舒适,运动服、休闲鞋,公司官网,https://www.fila.cn/,,
H&M,Recycled Polyester、Lycra,中,环保、弹性、柔软,运动服、休闲服,公司官网,https://www.hm.com/,,
Under Armour,UA RUSH、UA Charged Cotton,高,透气、增加肌肉氧气供应、舒适,运动内衣、训练服,公司官网,https://www.underarmour.cn/,,
耐克,AirZoom、Flyknit,高,轻盈、透气、舒适贴合,跑步鞋、训练鞋,公司官网,https://www.nike.com.cn/,,
阿迪达斯,AEROREADY、Terrex,高,吸湿速干、耐用设计、舒适,户外运动装、跑步衣,公司官网,https://www.adidas.com.cn/,,
李宁,TripleDri、高弹性复合材料,高,超强透气、抗菌防臭、减震效果,专业跑鞋、运动长裤,公司官网,https://store.lining.com/,,
Under Armour,UA RUSH、HeatGear,高,促进血液循环、保暖、透气,健身服、运动短裤,公司官网,https://www.underarmour.cn/,,
特步,聚乳酸纤维、高透气网面,高,环保、耐磨、轻便,跑步鞋、运动外套,公司官网,http://www.xtep.com/,,
361度,QuickDry、UltraLight,高,快干、超轻、舒适透气,运动T恤、篮球鞋,公司官网,http://www.361sport.com/,,
亚瑟士,GEL-Technology、Trusstic System,高,减震、稳定性好、舒适,跑步鞋、健身鞋,公司官网,https://www.asics.com.cn/,,
露露柠檬,Nulux、Luxtreme,高,轻盈、超透气、柔软,瑜伽服、跑步短裤,公司官网,https://www.lululemon.com/,,
On昂跑,CloudTec、Speedboard,高,轻盈、高能量回馈、舒适,跑步鞋、训练鞋,公司官网,https://www.on-running.cn/,,
新百伦,Fresh Foam、Hypoknit,高,缓震、柔软贴合、透气,跑步鞋、休闲鞋,公司官网,https://www.newbalance.com.cn/,,
彪马,Mesh科技、EVA,高,透气、轻便、缓震效果好,运动鞋、跑步鞋,公司官网,https://www.puma.com.cn/,,
新百伦,Fresh Foam、Hypoknit,高,提供极佳缓震、轻盈透气,跑步鞋、健身鞋,公司官网,https://www.newbalance.com.cn/,,
瑞士ON,CloudTec、Speedboard,高,高回弹、轻盈、支撑性佳,户外跑鞋、训练鞋,公司官网,https://www.on-running.cn/,,
阿迪达斯,Aeroready、Parley海洋塑料,高,环保、透气、快速干燥,运动T恤、训练服,环保项目官网,https://www.adidas.com.cn/,,
李宁,Eco Dry、感应技术,高,环保材料、温度调节、快干,篮球服、训练装备,公司官网,https://store.lining.com/,,
ASICS,GEL、FlyteFoam,高,优异的缓震性、轻盈、耐磨,跑步鞋、高强度训练鞋,公司官网,https://www.asics.com.cn/,,
滑雪信仰,GORE-TEX、3M反光材料,高,防水、透气、夜间安全,滑雪服、户外夹克,公司官网,https://www.salomon.com.cn/,,
Under Armour,UA RUSH、UA Microthread,高,增强肌肉表现、快干,训练服、篮球服,公司官网,https://www.underarmour.cn/,,
耐克,Nike Air、Nike FlyEase,高,便捷穿脱、回弹性能,生活休闲鞋、运动鞋,最新版产品手册,https://www.nike.com.cn/,,
特步,风刃科技、智能温控,高,响应体温变化、舒适透气,运动服、跑步短裤,公司官网,http://www.xtep.com/,,
耐克,Nike Air Zoom,高,轻盈、缓震、抗滑,马拉松鞋、月球鞋,公司官网,https://www.nike.com.cn/,,
阿迪达斯,Futurecraft 4D,中,生态友好、个性化、3D打印,定制跑步鞋,公司官网,https://www.adidas.com.cn/,,
李宁,轻便纤维,高,快干、轻盈、抗皱,田径服、户外装备,公司官网,https://store.lining.com/,,
安踏,智能温控面料,高,实时温度调节、舒适适合,冬季运动服,行业分析报告,http://anta.cn/,,
361度,Windstopper,高,防风、防水、轻便耐用,登山外套、综合运动服,公司官网,http://www.361sport.com/,,
特步,生物基聚酯纤维,高,可再生、环保、降耗,运动夹克、休闲装,环保科技展,http://www.xtep.com/,,
Under Armour,UA Charged Cotton,中,柔软、快干、舒适贴身,运动T恤、经典休闲款,公司官网,https://www.underarmour.cn/,,
亚瑟士,Gel Technology,高,高效缓震、柔软舒适,跑步鞋、训练鞋,公司官网,https://www.asics.com.cn/,,
露露柠檬,Rulu高弹性面料,高,柔软、舒适、支撑性好,瑜伽衣、运动短裤,消费者反馈,https://www.lululemon.com/,,
On昂跑,CloudTec Speedboard,高,轻盈、舒适、加速效果显著,跑步鞋、训练鞋,公司官网,https://www.on-running.cn/,,
特步,Eco-Knit,高,环保、轻便、透气性强,跑步鞋、电吉他背包,公司动态,http://www.xtep.com/,,
李宁,Nano Shield,高,超防水、透气、超轻,户外运动服、运动夹克,行业新闻,https://www.lining.com.cn/,,
安踏,ThermoVibe,高,温控、吸湿排汗、快干,冬季跑步装备、运动打底衫,时尚周刊,http://anta.cn/,,
耐克,Zero Gravity,高,超轻科技、柔韧、适应运动,专业踢足球鞋、训练服,公司官网,https://www.nike.com.cn/,,
阿迪达斯,Sustainable Primeblue,高,海洋塑料回收、透气、耐久,跑步鞋、训练背心,品牌中心,https://www.adidas.com.cn/,,
Under Armour,UA CoolSwitch,高,体感降温、吸湿排汗、抗UV,训练外套、运动裤,消费电子网,https://www.underarmour.cn/,,
露露柠檬,Warp Knit,高,塑形、舒适、透气性强,运动内衣、紧身裤,新兴运动品牌,https://www.lululemon.com/,,
361度,Flex Material,高,极致弹性、持久耐磨、重量轻,马拉松专用鞋、运动袜,网络杂志,http://www.361sport.com/,,
亚瑟士,GEL-Cool,高,温度调节技术、舒适、支撑性好,跑步鞋、马拉松服装,技术观察,https://www.asics.com.cn/,,
耐克,Flyleather、Air Max,高,环保、透气、防水,环保跑鞋、运动外套,公司官网,https://www.nike.com.cn/,,
