试验题目,登记号,生物合成技术名称,适用领域,申办者类型,申办者,合作者类型,合作者,研究类型,试验状态,试验分期,注册地区,试验国家/地区,登记日期,开始日期,完成日期,最新变更日期,系统构成,采集来源,来源链接,采集时间,备注
合成生物材料研究,2023-006,生物降解材料,环境科学,学术机构,中山大学,企业,广州生态材料公司,基础研究,正在进行,1,广东省,中国,2023/8/5,2023/9/1,2025/8/31,2024/10/12,生物合成聚合物系统,广东省科技厅,http://www.gdstc.gov.cn,2024-09-25,
合成抗体技术开发,2023-007,合成抗体,生物医药,企业,杭州生物技术有限公司,学术机构,浙江大学,应用研究,已完成,3,浙江省,中国,2023/5/18,2023/6/1,2024/5/31,2024/10/12,单克隆抗体生成系统,中国生物技术协会,http://www.cabio.org.cn,2024-09-25,
生物合成燃料试验,2023-008,生物柴油合成,能源,企业,成都新能源公司,学术机构,西南科技大学,应用研究,正在进行,2,四川省,中国,2023/9/22,2023/10/10,2025/10/9,2024/10/12,微生物脂肪酸代谢系统,四川省科技厅,http://www.scst.gov.cn,2024-09-25,
基因组编辑新方法研究,2023-009,新型基因编辑技术,农业,学术机构,南京农业大学,企业,江苏农科院,基础研究,正在进行,1,江苏省,中国,2023/8/30,2023/9/1,2024/9/1,2024/10/12,CRISPR/Cas12系统,农业部,http://www.moa.gov.cn,2024-09-25,
微生物合成处理技术试验,2023-010,微生物降解技术,环境保护,企业,天津生态工程公司,学术机构,南开大学,应用研究,正在进行,2,天津市,中国,2023/10/2,2023/10/15,2025/10/15,2024/10/12,微生物处理废水系统,天津市科技局,http://www.tj.gov.cn,2024-09-25,
植物合成生物学应用,2023-011,植物合成生物学,农业,学术机构,东北农业大学,企业,黑龙江农业科技股份有限公司,基础研究,正在进行,1,黑龙江省,中国,2023/10/14,2023/11/1,2025/11/1,2024/10/12,植物基因编辑系统,黑龙江省科技厅,http://www.hljkj.gov.cn,2024-09-25,
合成酵母菌研究,2023-012,合成酵母菌,食品科学,企业,广州鲜食科技有限公司,学术机构,华南农业大学,基础研究,已完成,3,广东省,中国,2023/11/1,2023/11/15,2024/11/15,2024/10/12,合成生物酵母系统,广东省食品安全局,http://www.gdfs.gov.cn,2024-09-25,
生物可降解塑料合成试验,2023-004,PHA合成技术,环境保护、材料科学,企业,广州环保科技有限公司,学术机构,中山大学,应用研究,已完成,2,广州市,中国,2023/2/15,2023/3/1,2024/2/28,2024/10/12,聚羟基脂肪酸酯(PHA)系统,广州市科技局,https://www.gz.gov.cn/science/,2024-09-25,
基因驱动技术在蚊子中的应用试验,2023-005,基因驱动技术,公共卫生、生态保护,学术机构,复旦大学,企业,上海基因科技公司,基础研究,正在进行,1,上海市,中国,2023/4/20,2023/5/1,2025/4/30,2024/10/12,基因驱动蚊子系统,国家自然科学基金,https://www.nsfc.gov.cn/,2024-09-25,
新型合成疫苗开发试验,2023-006,合成疫苗技术,医疗、疫苗研发,企业,浙江生物医药公司,学术机构,浙江大学,应用研究,已完成,3,杭州市,中国,2023/6/30,2023/7/15,2025/7/14,2024/10/12,重组疫苗系统,浙江省卫健委,http://wsjkw.zj.gov.cn/,2024-09-25,
合成药物开发平台试验,2023-007,合成生物药物技术,制药、医疗,企业,江苏制药有限公司,学术机构,南京医科大学,应用研究,正在进行,2,南京市,中国,2023/8/5,2023/8/15,2025/8/14,2024/10/12,合成药物筛选系统,江苏省科技厅,http://www.jstd.gov.cn/,2024-09-25,
合成生物信息学平台试验,2023-008,合成生物信息学,生物信息、数据分析,学术机构,清华大学,研究机构,中科院生物物理研究所,基础研究,正在进行,1,北京市,中国,2023/9/10,2023/9/20,2025/9/19,2024/10/12,生物信息学分析平台,国家自然科学基金,https://www.nsfc.gov.cn/,2024-09-25,
微生物燃料合成试验,2023-009,微生物燃料合成技术,能源、环保,企业,山东能源公司,学术机构,青岛科技大学,应用研究,正在进行,2,青岛市,中国,2023/10/2,2023/10/10,2025/10/9,2024/10/12,微生物燃料生产系统,青岛市科学技术协会,http://www.qd.gov.cn/zhuzhan/science/,2024-09-25,
人造肉生产技术试验,2023-010,细胞培养肉技术,食品、环保,企业,成都食品科技公司,学术机构,四川大学,基础研究,已完成,3,成都市,中国,2023/11/1,2023/11/10,2025/11/9,2024/10/12,细胞培养肉生产系统,成都科技局,http://www.cdzx.gov.cn/,2024-09-25,
微生物合成新型抗生素试验,2023-011,酵母合成抗生素技术,医疗、制药,学术机构,哈尔滨工业大学,企业,大连制药厂,应用研究,正在进行,1,哈尔滨市,中国,2023/12/1,2023/12/10,2025/12/9,2024/10/12,合成抗生素生产系统,黑龙江省科技厅,http://www.hlj.gov.cn/html/hlj/xxgk/kygz/,2024-09-25,
合成生物催化剂研发试验,2023-012,合成生物催化技术,材料科学、化工,企业,天津化工公司,研究机构,天津大学,应用研究,正在进行,2,天津市,中国,2023/10/15,2023/11/1,2025/10/31,2024/10/12,合成生物催化剂系统,天津市科技局,http://www.tj.gov.cn/xxgk/05.htm,2024-09-25,
合成植物基因组工程试验,2023-004,合成植物基因组工程,农业、生态恢复,企业,广州绿色科技有限公司,学术机构,华南农业大学,应用研究,正在进行,1,广州市,中国,2023/2/20,2023/3/1,2024/8/31,2024/10/10,合成植物基因组系统,广西植物研究院,http://www.gxplant.edu.cn,2024-09-25,
新型细胞治疗技术试验,2023-005,细胞治疗技术,医疗,企业,上海细胞科技有限公司,学术机构,复旦大学,应用研究,正在进行,2,上海市,中国,2023/7/15,2023/8/1,2025/1/31,2024/10/8,细胞干预系统,中国医学科学院,http://www.icm.org.cn,2024-09-25,
基于基因组编辑的抗病作物开发试验,2023-006,基因组编辑技术,农业、食品安全,企业,北京绿生农业科技有限公司,非营利组织,全球农业发展协会,基础研究,已完成,3,北京市,中国,2023/4/5,2023/5/1,2024/4/30,2024/10/5,CRISPR/Cas12系统,中国农业科学院,http://www.caas.cn,2024-09-25,
合成微生物合成燃料试验,2023-007,微生物合成燃料技术,清洁能源,企业,北京清洁能源研究院,学术机构,清华大学,应用研究,正在进行,1,北京市,中国,2023/6/10,2023/7/1,2025/6/30,2024/10/12,合成微生物燃料系统,国家能源局,http://www.nea.gov.cn,2024-09-25,
合成RNA疫苗开发试验,2023-008,合成RNA技术,医疗、公共卫生,企业,武汉生物技术公司,学术机构,华中科技大学,应用研究,正在进行,1,武汉市,中国,2023/8/15,2023/9/1,2025/3/31,2024/10/12,合成RNA疫苗传播系统,国家药监局,http://www.nmpa.gov.cn,2024-09-25,
生物燃料合成微藻研究试验,2023-009,微藻合成生物技术,能源、环境保护,企业,成都环保科技公司,学术机构,西南财经大学,基础研究,正在进行,2,成都市,中国,2023/10/1,2023/10/10,2025/9/30,2024/10/11,微藻生物合成系统,四川省生态环境厅,http://www.sepb.gov.cn,2024-09-25,
合成生物制药技术开发试验,2023-010,合成生物制药技术,制药、医疗,企业,浙江医药科技有限公司,学术机构,浙江大学,应用研究,正在进行,1,杭州市,中国,2023/9/20,2023/10/1,2025/5/31,2024/10/12,合成药物生物反应系统,国家药品监督管理局,http://www.nmpa.gov.cn,2024-09-25,
农业微生物土壤改良实验,2023-011,微生物土壤改良技术,农业、生态保护,学术机构,东北农业大学,非营利组织,全球生态组织,基础研究,已完成,3,哈尔滨市,中国,2023/2/11,2023/2/20,2024/10/31,2024/10/9,微生物土壤反应系统,中国农业科学院,http://www.caas.cn,2024-09-25,
定向进化的新型酶开发试验,2023-012,定向进化技术,生物制药、工业应用,企业,江苏生物创新公司,学术机构,南京大学,基础研究,正在进行,1,南京市,中国,2023/10/1,2023/10/15,2025/5/15,2024/10/12,酶进化系统,江苏省科技厅,http://www.jsti.gov.cn,2024-09-25,
合成生物抗体开发试验,2023-004,合成生物技术抗体,医疗、诊断,企业,广州健康科技有限公司,学术机构,中山大学,应用研究,规划中,1,广州市,中国,2023/2/15,2023/6/1,2024/12/31,2024/10/12,单克隆抗体合成系统,广州生物医药研究所,https://www.gzbiomed.com/,2024-09-25,
基因合成植物抗病性研究,2023-005,基因改造技术,农业、环保,企业,成都农业科技公司,学术机构,四川农业大学,基础研究,已批准,2,成都市,中国,2023/3/1,2023/7/15,2025/6/30,2024/10/12,植物基因合成系统,农业部科技司,https://www.moa.gov.cn/,2024-09-25,
合成生物塑料开发试验,2023-006,生物基塑料合成技术,新材料、环保,企业,杭州新材料研究院,学术机构,浙江大学,应用研究,准备中,1,杭州市,中国,2023/4/5,2023/8/1,2024/11/30,2024/10/12,合成生物塑料系统,浙江省科技厅,https://www.zjkjt.gov.cn/,2024-09-25,
智能合成微生物系统研究,2023-007,微生物合成技术,能源、环境,企业,南京智能科技集团,学术机构,南京大学,基础研究,正在进行,3,南京市,中国,2023/2/25,2023/3/10,2025/5/31,2024/10/12,智能合成微生物系统,江苏省生物技术中心,https://www.jiangsu.gov.cn/,2024-09-25,
合成生物能源研究,2023-008,合成生物燃料,能源、可再生资源,企业,陕西新能源研究所,学术机构,西安交通大学,应用研究,已完成,2,西安市,中国,2023/6/10,2023/7/1,2024/1/15,2024/10/12,合成生物燃料系统,陕西省能源局,https://www.shaanxi.gov.cn/,2024-09-25,
合成细胞药物释放系统研究,2023-009,细胞药物释放技术,生物医药,学术机构,哈尔滨医科大学,企业,华大基因,基础研究,正在进行,1,哈尔滨市,中国,2023/5/5,2023/9/1,2025/2/28,2024/10/12,细胞药物释放系统,黑龙江省科技厅,https://www.hlj.gov.cn/,2024-09-25,
合成生物诊断系统开发,2023-010,生物传感器技术,医疗、公共卫生,企业,北京医疗科技创新公司,学术机构,复旦大学,应用研究,已批准,2,北京市,中国,2023/3/15,2023/5/1,2024/10/15,2024/10/12,合成生物传感器系统,中国疾病预防控制中心,https://www.chinacdc.cn/,2024-09-25,
合成生物基因组研究,2023-011,基因组编辑技术,生物科技、农业,企业,青岛海洋科技公司,学术机构,青岛科技大学,基础研究,正在进行,1,青岛市,中国,2023/8/1,2023/9/15,2025/9/1,2024/10/12,基因组合成系统,山东省科技厅,https://www.sd.gov.cn/,2024-09-25,
改良植物基因组编辑试验,2023-004,基因组编辑技术,农业、环境保护,企业,杭州农业科技有限公司,学术机构,浙江大学,应用研究,正在进行,1,杭州市,中国,2023/2/20,2023/3/1,2025/2/28,2024/10/12,植物基因组编辑系统,国家农业科技园区,http://www.nastp.gov.cn/agri-tech/,2024-09-25,
合成生物聚合物开发试验,2023-005,生物聚合物合成技术,材料科学、环保,学术机构,清华大学材料系,企业,天津生物材料公司,基础研究,正在进行,2,北京市,中国,2023/4/15,2023/5/1,2024/5/1,2024/10/12,生物聚合物合成系统,中国材料研究学会,http://www.c-scm.org.cn/,2024-09-25,
基因驱动技术在蚊虫控制中的应用试验,2023-006,基因驱动技术,公共健康、环境,企业,广州公共卫生科技公司,学术机构,华南农业大学,应用研究,正在进行,1,广州市,中国,2023/6/1,2023/6/15,2025/6/1,2024/10/12,基因驱动系统,广州卫生局,http://www.gzhealth.gov.cn/,2024-09-25,
合成生物驱动药物开发,2023-007,合成生物药物,制药,企业,上海合成药物有限公司,学术机构,复旦大学,基础研究,准备阶段,0,上海市,中国,2023/5/15,2023/7/1,2026/7/1,2024/10/12,合成生物药物系统,中国食品药品监督管理局,http://www.nmpa.gov.cn/,2024-09-25,
合成智能植物研究,2023-008,智能植物合成技术,农业、智能科技,企业,南京植物生物技术公司,学术机构,南京大学,应用研究,正在进行,1,南京市,中国,2023/3/5,2023/4/15,2025/4/15,2024/10/12,智能植物交互系统,江苏省农业厅,http://www.jiangsu.gov.cn/agriculture/,2024-09-25,
生物合成食品技术研究,2023-009,合成食品技术,食品科技,学术机构,中国科学院生物研究所,企业,北京营养科技企业,基础研究,正在进行,2,北京市,中国,2023/7/20,2023/8/1,2025/7/30,2024/10/12,合成食品生产系统,中国食品科技协会,http://www.cft.org.cn/,2024-09-25,
生物能源生产技术研究,2023-010,生物能源合成技术,能源,企业,西安新能源科技公司,学术机构,西安交通大学,应用研究,正在进行,2,西安市,中国,2023/9/5,2023/9/20,2025/9/20,2024/10/12,生物能源转换系统,陕西省科技厅,http://www.sxsti.gov.cn/,2024-09-25,
基于合成生物学的疫苗研发,2023-011,合成疫苗技术,公共卫生、疫苗研发,企业,成都生物制药公司,学术机构,四川大学,基础研究,准备阶段,0,成都市,中国,2023/10/15,2023/11/1,2026/10/15,2024/10/12,合成疫苗系统,四川省卫生健康委员会,http://www.schealth.gov.cn/,2024-09-25,
合成酵母用于工业发酵的研究,2023-012,合成酵母技术,化工、食品,企业,郑州发酵科技有限公司,学术机构,河南大学,应用研究,正在进行,1,郑州市,中国,2023/11/1,2023/11/15,2025/11/15,2024/10/12,合成酵母发酵系统,河南省科技厅,http://www.hnsti.gov.cn/,2024-09-25,
生物基塑料合成试验,2023-004,生物基塑料合成,环保、材料科学,企业,浙江绿色科技公司,学术机构,浙江大学,应用研究,正在进行,1,杭州市,中国,2023/2/10,2023/3/1,2024/2/29,2024/10/12,可再生生物聚合物,环境保护部,https://www.mee.gov.cn/,2024-09-25,
合成微生物合成新药试验,2023-005,合成微生物药物,制药,学术机构,清华大学,企业,华药集团,临床研究,未开始,1,北京市,中国,2023/3/15,2023/5/1,2026/4/30,2024/10/12,高效合成微生物平台,中国科学院,https://www.cas.cn/,2024-09-25,
合成生物抗体生产试验,2023-006,重组抗体合成,生物医药,企业,广州生物制药有限公司,学术机构,中山大学,基础研究,正在进行,2,广州市,中国,2023/4/5,2023/6/1,2025/5/31,2024/10/12,重组蛋白合成系统,广州市药监局,https://www.gz.gov.cn/,2024-09-25,
微生物合成生物柴油试验,2023-007,合成生物柴油,能源,企业,天津新能源公司,学术机构,南开大学,应用研究,正在进行,2,天津市,中国,2023/5/12,2023/6/15,2025/6/14,2024/10/12,微生物合成代谢途径,天津市能源局,https://www.tianjin.gov.cn/,2024-09-25,
智能化合成生物平台开发试验,2023-008,智能合成生物平台,人工智能、合成生物,企业,成都智能科技公司,学术机构,电子科技大学,基础研究,未开始,1,成都市,中国,2023/6/20,2023/7/15,2024/12/14,2024/10/12,智能算法与合成生物技术结合,四川省科技厅,https://www.sc.gov.cn/,2024-09-25,
土壤微生物多样性研究试验,2023-009,土壤微生物合成,生态研究,学术机构,哈尔滨工业大学,企业,济南生物科技有限公司,基础研究,正在进行,1,哈尔滨市,中国,2023/7/1,2023/8/10,2025/8/9,2024/10/12,土壤微生物群落分析系统,黑龙江省科学院,http://www.hljkx.gov.cn/,2024-09-25,
合成生物病虫害防治试验,2023-010,合成生物防治药剂,农业,企业,福建农业科技公司,学术机构,福州大学,应用研究,未开始,1,福州市,中国,2023/8/15,2023/9/1,2024/8/31,2024/10/12,生物防治生物剂合成系统,福建省农林厅,http://www.fujian.gov.cn/,2024-09-25,
合成微生物降解塑料研究试验,2023-011,合成降解微生物,环保,学术机构,西北农林科技大学,企业,西安环境公司,基础研究,正在进行,3,杨凌,中国,2023/9/1,2023/10/1,2025/9/30,2024/10/12,基于酶的塑料降解系统,陕西省科技厅,http://www.shaanxi.gov.cn/,2024-09-25,
合成生物食品安全研究试验,2023-012,合成生物食品安全监测,食品安全,企业,武汉食品科技有限公司,学术机构,华中科技大学,应用研究,未开始,1,武汉市,中国,2023/9/15,2023/10/5,2025/9/4,2024/10/12,食品合成成分监测系统,武汉科技局,http://www.wuhan.gov.cn/,2024-09-25,
合成酵母生产技术试验,2023-004,合成酵母生产技术,食品、医药,企业,广州合成生物公司,学术机构,中山大学,应用研究,正在进行,1,广州市,中国,2023/6/15,2023/7/1,2024/6/30,2024/10/12,酵母基因组工程,中国食品科学技术学会,https://www.cfst.org.cn/,2024-09-25,
合成生物材料试验,2023-005,合成生物材料,环保、材料科学,学术机构,浙江大学,企业,南京环保科技公司,基础研究,尚未开始,1,杭州市,中国,2023/5/5,2023/11/1,2025/10/31,2024/10/12,聚合物合成体系,国家自然科学基金,https://www.nsfc.gov.cn/,2024-09-25,
生物合成青霉素技术试验,2023-006,生物合成青霉素,制药,企业,天津制药股份有限公司,学术机构,南开大学,应用研究,正在进行,2,天津市,中国,2023/2/20,2023/3/1,2025/3/1,2024/10/12,青霉素生物合成通路,天津药物研究院,https://www.tjmc.edu.cn/,2024-09-25,
绿色柴油合成生产技术,2023-007,绿色柴油合成,能源,学术机构,北京化工大学,企业,长春能源公司,基础研究,正在进行,3,北京市,中国,2023/8/15,2023/9/1,2026/8/31,2024/10/12,整合代谢工程,新能源研究中心,https://www.nerc.cn/,2024-09-25,
嗅觉合成技术研究,2023-008,嗅觉合成,食品、香料,企业,成都香料研发公司,学术机构,四川大学,应用研究,尚未开始,1,成都市,中国,2023/9/10,2023/12/1,2025/11/30,2024/10/12,化学合成与生物工程结合,四川省食品工业办公室,https://www.scfood.gov.cn/,2024-09-25,
合成生物燃料试验,2023-009,合成生物燃料,能源,学术机构,华东理工大学,企业,福建能量科技公司,应用研究,正在进行,2,上海市,中国,2023/7/25,2023/8/15,2025/8/14,2024/10/12,合成路径优化,上海市能源局,http://www.shenergy.gov.cn/,2024-09-25,
基因工程水稻育种试验,2023-010,基因工程水稻,农业,企业,湖南农业科技公司,学术机构,湖南农业大学,基础研究,正在进行,1,长沙市,中国,2023/4/20,2023/5/1,2025/4/30,2024/10/12,转基因水稻系统,湖南省科学技术厅,https://www.hn.gov.cn/cms/,2024-09-25,
合成疫苗开发试验,2023-011,合成疫苗技术,医疗,企业,武汉生物制药公司,学术机构,华中科技大学,应用研究,尚未开始,1,武汉市,中国,2023/7/1,2023/11/1,2025/10/31,2024/10/12,合成疫苗平台,武汉大学疫苗研究所,https://www.whu.edu.cn/,2024-09-25,
海洋合成生物技术研究,2023-012,海洋生物合成,环保、医药,学术机构,厦门大学,企业,深圳海洋科技公司,基础研究,正在进行,2,厦门市,中国,2023/8/5,2023/9/1,2025/8/31,2024/10/12,海洋微生物代谢,厦门市科技局,https://www.xm.gov.cn/,2024-09-25,
植物疫苗研发试验,2023-004,植物疫苗合成技术,农业、疫苗,企业,南京农业生物科技有限公司,学术机构,南京农业大学,应用研究,正在进行,1,南京市,中国,2023/7/10,2023/8/1,2025/7/31,2024/10/12,植物疫苗生产系统,江苏省科学技术厅,https://jsskj.gov.cn/,2024-09-25,
合成生物燃料开发试验,2023-005,合成生物燃料技术,能源、环保,企业,广州绿色能源有限公司,学术机构,中山大学,应用研究,正在进行,2,广州市,中国,2023/8/15,2023/9/1,2025/8/31,2024/10/12,合成生物燃料代谢路径,广东省科技厅,http://gdst.gov.cn/,2024-09-25,
新一代抗生素研发试验,2023-006,合成抗生素技术,医疗、制药,学术机构,复旦大学,企业,上海医药集团,基础研究,正在进行,1,上海市,中国,2023/8/30,2023/9/15,2024/9/14,2024/10/12,抗生素合成代谢路线,上海科技小组,https://www.fudan.edu.cn/,2024-09-25,
微型生物反应器开发试验,2023-007,微型生物反应器技术,制药、农业,企业,成都生物技术公司,学术机构,电子科技大学,应用研究,正在进行,1,成都市,中国,2023/9/1,2023/9/15,2025/9/14,2024/10/12,微型反应器系统,四川省科技厅,http://sct.gov.cn/,2024-09-25,
合成生物传感器测试试验,2023-008,合成生物传感器,环境监测、医疗,学术机构,哈尔滨工业大学,企业,黑龙江生物技术公司,基础研究,正在进行,2,哈尔滨市,中国,2023/9/15,2023/9/30,2025/9/29,2024/10/12,生物传感器工作系统,黑龙江省科技厅,http://hljt.gov.cn/,2024-09-25,
合成生物制药试验,2023-009,合成生物制药技术,制药、医疗,企业,天津中药科技公司,学术机构,南开大学,应用研究,正在进行,1,天津市,中国,2023/9/20,2023/10/1,2025/9/30,2024/10/12,生物制药合成系统,天津市科技局,http://tj.gov.cn/,2024-09-25,
合成生物塑料试验,2023-010,合成生物塑料技术,环保、材料科学,企业,浙江环保高新技术公司,学术机构,浙江大学,应用研究,正在进行,1,杭州市,中国,2023/9/25,2023/10/10,2025/10/9,2024/10/12,生物塑料合成系统,浙江省科技厅,http://zj.gov.cn/,2024-09-25,
工程微生物开发试验,2023-011,工程微生物合成技术,制药、能源,企业,陕西合成生物公司,学术机构,西安交通大学,基础研究,正在进行,3,西安市,中国,2023/10/1,2023/10/15,2025/10/14,2024/10/12,工程微生物代谢网络,陕西省科学技术厅,https://www.shaanxi.gov.cn/,2024-09-25,
合成色素合成技术研究,2023-012,合成色素技术,食品、化妆品,学术机构,武汉大学,企业,武汉生物工程有限公司,基础研究,正在进行,2,武汉市,中国,2023/10/5,2023/10/20,2025/10/19,2024/10/12,合成色素生产系统,湖北省科技厅,http://www.hubei.gov.cn/,2024-09-25,
