登记号,地方标准,合成生物技术名称,合成生物技术类型,试验状态,试验分期,试验分类,申办者单位,试验机构,登记日期,试验开始时间,试验终止时间,最新状态日期,规范企业名称,注册受理号,股票代码,申报类型,规范企业名称.1,采集来源,来源链接,采集时间,备注
2023SR0180286,DB/T3456-2023,植物合成的可持续能源,生物能源,正在进行,第二阶段,应用研究,湖南绿色科技公司,中南大学,2023-06-15,2023-07-01,2025-06-30,2024-10-12,湖南绿色科技公司,GHZYLZC2100003,BK1180,新技术申请,湖南绿色科技公司,湖南日报,https://www.hunan.gov.cn,2024-09-23,
2023SR0180287,DB/T4567-2023,蛋白质重构技术,蛋白工程,已完成,第一阶段,基础研究,福建生物研究院,厦门大学,2023-04-18,2023-05-01,2024-04-30,2024-10-12,福建生物研究院,GHZYLZC2100004,BK1181,新技术申请,福建生物研究院,生物科学研究,https://www.bioresearch.org,2024-09-23,
2023SR0180288,DB/T5678-2023,癌症靶向治疗技术,医疗技术,正在进行,试验阶段,临床试验,浙江健康科技公司,浙江大学,2023-08-22,2023-09-05,2025-09-04,2024-10-12,浙江健康科技公司,GHZYLZC2100005,BK1182,新技术申请,浙江健康科技公司,医学论坛,https://www.medforum.cn,2024-09-23,
2023SR0180289,DB/T6789-2023,合成食用油脂,生物材料,正在进行,第一阶段,实验室研究,陕西生物工程公司,西北大学,2023-07-01,2023-07-15,2024-07-14,2024-10-12,陕西生物工程公司,GHZYLZC2100006,BK1183,新技术申请,陕西生物工程公司,中国生物材料网,https://www.biomaterials.cn,2024-09-23,
2023SR0180290,DB/T7890-2023,基于CRISPR的治疗方法,基因治疗,已完成,第三阶段,临床试验,河北新药开发公司,河北医科大学,2023-10-12,2023-11-01,2024-10-31,2024-10-12,河北新药开发公司,GHZYLZC2100007,BK1184,新技术申请,河北新药开发公司,药品时报,https://www.drugtimes.cn,2024-09-23,
2023SR0180291,DB/T8901-2023,人工合成疫苗,疫苗技术,正在进行,第一阶段,临床试验,广东生物制药公司,中山大学,2023-11-05,2023-11-20,2025-11-19,2024-10-12,广东生物制药公司,GHZYLZC2100008,BK1185,新技术申请,广东生物制药公司,广东科技网,https://www.gdtech.cn,2024-09-23,
2023SR0180292,DB/T9012-2023,生物塑料合成技术,生物材料,已完成,第二阶段,工业应用,山东新材料公司,山东大学,2023-12-01,2023-12-15,2025-12-14,2024-10-12,山东新材料公司,GHZYLZC2100009,BK1186,新技术申请,山东新材料公司,新材料技术网,https://www.newmaterials.cn,2024-09-23,
2023SR0180293,DB/T2345-2023,碳捕获微生物,环境生物技术,即将开始,第一阶段,应用研究,广州环保科技公司,华南理工大学,2023-06-15,2023-07-01,2025-06-30,2024-10-12,广州环保科技公司,GHZYLZC2100010,BK1187,新技术申请,广州环保科技公司,环境保护网,http://www.epa.gov.cn/,2024-09-23,
2023SR0180294,DB/T6789-2023,合成疫苗平台,疫苗研发,正在进行,第二阶段,临床试验,杭州生物科技有限公司,浙江大学,2023-07-20,2023-08-01,2025-07-31,2024-10-12,杭州生物科技有限公司,GHZYLZC2100011,BK1188,新技术申请,杭州生物科技有限公司,医学论坛网,https://www.med66.com/,2024-09-23,
2023SR0191234,DB/T8910-2023,智能合成细胞系统,合成生物学,已完成,第三阶段,基础研究,天津合成生物研究中心,南开大学,2023-09-05,2023-09-10,2024-09-10,2024-10-12,天津合成生物研究中心,GHZYLZC2100002,BK1189,新技术申请,天津合成生物研究中心,中国生物技术网,http://www.china-bio.com/,2024-09-23,
2023SR0205678,DB/T4567-2023,光合细菌生物技术,绿色能源,正在进行,第一阶段,实验室研究,长沙清洁能源有限公司,中南大学,2023-10-01,2023-10-15,2025-10-14,2024-10-12,长沙清洁能源有限公司,GHZYLZC2100003,BK1175,新技术申请,长沙清洁能源有限公司,清洁能源网,http://www.cleanenergy.gov.cn/,2024-09-23,
2023SR0218765,DB/T1357-2023,合成双链RNA技术,基因调控,即将开始,第二阶段,实验室实验,南京生物制药公司,南京大学,2023-11-12,2023-11-20,2025-11-19,2024-10-12,南京生物制药公司,GHZYLZC2100004,BK1176,新技术申请,南京生物制药公司,生物科学前沿,http://www.frontiersin.org/,2024-09-23,
2023SR0223456,DB/T7890-2023,生物降解塑料技术,环保科技,正在进行,第一阶段,应用研究,西安生态材料公司,西安交通大学,2023-08-30,2023-09-01,2025-08-31,2024-10-12,西安生态材料公司,GHZYLZC2100005,BK1177,新技术申请,西安生态材料公司,可持续发展研究所,http://www.sustainable-dev.org/,2024-09-23,
2023SR0234567,DB/T5670-2023,智能基因组测序技术,基因组学,已完成,第三阶段,临床试验,成都基因科技公司,电子科技大学,2023-09-25,2023-10-01,2024-09-30,2024-10-12,成都基因科技公司,GHZYLZC2100006,BK1178,新技术申请,成都基因科技公司,科学中国,http://www.sciencetimes.com/,2024-09-23,
2023SR0246789,DB/T8901-2023,自我修复材料技术,生物材料,正在进行,第二阶段,基础研究,福州生物工程公司,福州大学,2023-10-20,2023-11-01,2025-10-31,2024-10-12,福州生物工程公司,GHZYLZC2100007,BK1179,新技术申请,福州生物工程公司,生物技术资讯,http://www.biotechnews.com/,2024-09-23,
2023SR0254321,DB/T2345-2023,人造酵母合成,合成生物学,正在进行,第一阶段,实验室研究,广州市合成生物科技有限公司,中山大学,2023-07-15,2023-08-01,2024-07-31,2024-10-12,广州市合成生物科技有限公司,GHZYLZC2100008,BK1180,新技术申请,广州市合成生物科技有限公司,生物工程前沿,https://www.bioengineering-advances.com,2024-09-23,
2023SR0267890,DB/T3456-2023,合成抗体生产,生物制药,正在进行,第二阶段,工业化生产,深圳生物药品股份有限公司,哈工大,2023-08-01,2023-09-01,2025-09-01,2024-10-12,深圳生物药品股份有限公司,GHZYLZC2100009,BK1181,新技术申请,深圳生物药品股份有限公司,中国医学论坛,https://www.cmtnews.com,2024-09-23,
2023SR0276543,DB/T4567-2023,基因驱动技术,基因编辑,正在进行,第三阶段,实验室实验,南京合成生物研究所,南京农业大学,2023-06-20,2023-07-01,2025-06-30,2024-10-12,南京合成生物研究所,GHZYLZC2100010,BK1182,新技术申请,南京合成生物研究所,科学网,https://www.sciencenet.cn,2024-09-23,
2023SR0289012,DB/T5677-2023,微生物合成燃料,可再生能源,已完成,全部阶段,工业化生产,杭州绿色能源研究中心,浙江大学,2023-02-15,2023-03-01,2024-05-31,2024-10-12,杭州绿色能源研究中心,GHZYLZC2100002,BK1183,技术推广申请,杭州绿色能源研究中心,清华大学能源与动力工程系,https://www.tsinghua.edu.cn,2024-09-23,
2023SR0271934,DB/T6789-2023,合成生物传感器,生物传感器,已完成,全部阶段,应用研究,成都基因科技公司,电子科技大学,2023-01-18,2023-02-01,2024-01-15,2024-10-12,成都基因科技公司,GHZYLZC2100003,BK1184,新技术申请,成都基因科技公司,中国科技发展报告,https://www.cstd.com,2024-09-23,
2023SR0182341,DB/T7890-2023,合成生物制药,健康科技,正在进行,第二阶段,药物研发,武汉生物制药有限公司,华中科技大学,2023-04-10,2023-05-01,2025-04-30,2024-10-12,武汉生物制药有限公司,GHZYLZC2100004,BK1175,新技术申请,武汉生物制药有限公司,中国医学网,https://www.chinamedicine.com,2024-09-23,
2023SR0367289,DB/T8901-2023,微生物降解塑料,环境保护,正在进行,第一阶段,基础研究,青岛生态科技公司,青岛科技大学,2023-09-25,2023-10-01,2024-09-30,2024-10-12,青岛生态科技公司,GHZYLZC2100005,BK1176,新技术申请,青岛生态科技公司,生态环境部,https://www.mee.gov.cn,2024-09-23,
2023SR0456712,DB/T9012-2023,DNA合成平台,生物信息学,已完成,全部阶段,技术开发,西安生物技术研究所,西安交通大学,2023-05-05,2023-06-01,2024-05-30,2024-10-12,西安生物技术研究所,GHZYLZC2100006,BK1177,技术验证申请,西安生物技术研究所,中国生物技术协会,https://www.cnbio.org,2024-09-23,
2023SR0528394,DB/T1357-2023,细菌合成抗生素,抗生素开发,进行中,第一阶段,实验室研究,广州生物医药研究中心,中山大学,2023-06-10,2023-06-15,2024-06-14,2024-10-12,广州生物医药研究中心,GHZYLZC2100007,BK1178,新技术申请,广州生物医药研究中心,生物技术网,https://www.biotechnews.cn,2024-09-23,
2023SR0619482,DB/T2468-2023,植物合成生物燃料,生物能源,进行中,第二阶段,工业化生产,成都生物工程公司,四川大学,2023-04-05,2023-04-10,2025-04-09,2024-10-12,成都生物工程公司,GHZYLZC2100008,BK1179,新技术申请,成都生物工程公司,生物能源杂志,https://www.biofuelsjournal.com,2024-09-23,
2023SR0765430,DB/T3579-2023,合成食物蛋白,食品科学,进行中,第三阶段,实验室实验,杭州合成生物科学公司,浙江大学,2023-05-15,2023-06-01,2025-05-31,2024-10-12,杭州合成生物科学公司,GHZYLZC2100009,BK1180,新技术申请,杭州合成生物科学公司,食品科学期刊,https://www.foodsciencejournal.com,2024-09-23,
2023SR0845123,DB/T4680-2023,基因合成系统,基因工程,已完成,终期,学术研究,厦门生物技术研究所,厦门大学,2023-07-19,2023-08-01,2024-07-31,2024-10-12,厦门生物技术研究所,GHZYLZC2100010,BK1181,新技术申请,厦门生物技术研究所,生命科学报告,https://www.lifesciencereports.com,2024-09-23,
2023SR0937845,DB/T5791-2023,合成疫苗技术,疫苗开发,正在进行,第一阶段,临床前研究,武汉生物技术股份有限公司,华中科技大学,2023-09-01,2023-09-05,2025-09-04,2024-10-12,武汉生物技术股份有限公司,GHZYLZC2100002,BK1182,新技术申请,武汉生物技术股份有限公司,中国疫苗网,https://www.chinavaccine.com,2024-09-23,
2023SR0143287,DB/T6845-2023,合成光合作用系统,光合生物,准备中,第一阶段,基础研究,南宁生态技术研究所,广西大学,2023-10-19,2023-11-01,2025-10-31,2024-10-12,南宁生态技术研究所,GHZYLZC2100003,BK1183,新技术申请,南宁生态技术研究所,生态技术周刊,https://www.ecotechweekly.com,2024-09-23,
2023SR0190457,DB/T7982-2023,微生物合成塑料,环境保护,进行中,第二阶段,项目实施,宁波新材料有限公司,宁波大学,2023-08-31,2023-09-01,2025-08-31,2024-10-12,宁波新材料有限公司,GHZYLZC2100004,BK1184,新技术申请,宁波新材料有限公司,材料科学杂志,https://www.materialssciencejournal.com,2024-09-23,
2023SR0190843,DB/T8234-2023,合成遗传流程,遗传工程,已完成,终期,转基因研究,大连基因技术公司,大连理工大学,2023-09-15,2023-09-20,2024-09-19,2024-10-12,大连基因技术公司,GHZYLZC2100005,BK1174,新技术申请,大连基因技术公司,遗传工程期刊,https://www.geneticengineeringjournal.com,2024-09-23,
2023SR0189052,DB/T9473-2023,智能合成酶,酶工程,进行中,第三阶段,应用研究,青岛生物化学技术公司,青岛科技大学,2023-10-05,2023-10-10,2025-10-09,2024-10-12,青岛生物化学技术公司,GHZYLZC2100006,BK2589,新技术申请,青岛生物化学技术公司,生化研究报告,https://www.biochemicalreport.com,2024-09-23,
2023SR0190231,DB/T2345-2023,合成胰岛素,生物药物,正在进行,第一阶段,临床试验,广州生物医学科技有限公司,华南理工大学,2023-02-20,2023-03-10,2025-03-09,2024-10-12,广州生物医学科技有限公司,GHZYLZC2100007,BK3421,新药申请,广州生物医学科技有限公司,医药经济报,https://www.pharmaceuticaljournal.com/,2024-09-23,
2023SR0187654,DB/T6789-2023,生物合成聚乳酸,生物材料,已完成,第三阶段,工业应用,成都合成生物科技公司,西南财经大学,2023-04-15,2023-05-01,2024-04-30,2024-10-12,成都合成生物科技公司,GHZYLZC2100008,BK4810,新技术申请,成都合成生物科技公司,中国化工网,http://www.ccnn.cn/,2024-09-23,
2023SR0190128,DB/T3456-2023,细胞味觉合成,生物感知,正在进行,第二阶段,基础研究,武汉基因科技公司,武汉大学,2023-05-01,2023-05-15,2025-05-14,2024-10-12,武汉基因科技公司,GHZYLZC2100009,BK5693,新技术申请,武汉基因科技公司,生命科学杂志,https://www.lifesciencejournal.com/,2024-09-23,
2023SR0189476,DB/T7890-2023,生物降解塑料,环境技术,正在进行,第一阶段,产业化,东莞新材料公司,东莞理工学院,2023-06-10,2023-06-20,2025-06-19,2024-10-12,东莞新材料公司,GHZYLZC2100010,BK6764,新技术申请,东莞新材料公司,环保科技网,http://www.epatech.com/,2024-09-23,
2023SR0190349,DB/T9012-2023,合成抗体,生物制药,正在进行,第二阶段,临床试验,天津生物科技中心,天津医科大学,2023-07-05,2023-07-20,2025-07-19,2024-10-12,天津生物科技中心,GHZYLZC2100011,BK7108,新药申请,天津生物科技中心,国药网,https://www.guoyao.com/,2024-09-23,
2023SR0186721,DB/T4567-2023,微生物燃料合成,能源技术,已完成,第一阶段,应用研究,洛阳生物能源公司,河南科技大学,2023-08-01,2023-08-15,2024-08-14,2024-10-12,洛阳生物能源公司,GHZYLZC2100002,BK8345,新技术申请,洛阳生物能源公司,中国环境报,http://www.cenews.com.cn/,2024-09-23,
2023SR0190398,DB/T5671-2023,合成生物气体,能源技术,正在进行,第三阶段,工业实验,哈尔滨生物工程公司,哈尔滨工业大学,2023-09-12,2023-09-20,2025-09-19,2024-10-12,哈尔滨生物工程公司,GHZYLZC2100003,BK9023,新技术申请,哈尔滨生物工程公司,能源日报,https://www.energydata.com/,2024-09-23,
2023SR0281639,DB/T1235-2023,多功能生物打印,3D生物打印,正在进行,第一阶段,应用研发,北京3D生物科技公司,清华大学,2023-10-01,2023-10-05,2025-10-04,2024-10-12,北京3D生物科技公司,GHZYLZC2100004,BK1207,新技术申请,北京3D生物科技公司,科技日报,https://www.stdaily.com/index/news/,2024-09-23,
2023SR0183498,DB/T2345-2023,合成疫苗技术,疫苗研发,正在进行,第二阶段,临床试验,广州医疗科技公司,中山大学,2023-02-20,2023-03-10,2024-12-30,2024-10-12,广州医疗科技公司,GHZYLZC2100005,BK1174,新技术申请,广州医疗科技公司,健康时报,https://www.jksb.com.cn/,2024-09-23,
2022SR0287456,DB/T3456-2023,生物合成肥料,农业生物技术,已完成,第三阶段,田间试验,成都农业科技公司,西南科技大学,2023-04-15,2023-04-20,2023-10-15,2024-10-12,成都农业科技公司,GHZYLZC2100006,AG2309,新技术申请,成都农业科技公司,农业科技网,https://www.agritech.net/,2024-09-23,
2023SR0185032,DB/T4567-2023,合成生物燃料,工业生物技术,正在进行,第一阶段,实验室研究,哈尔滨生物能源公司,哈尔滨工程大学,2023-03-25,2023-04-05,2024-04-30,2024-10-12,哈尔滨生物能源公司,GHZYLZC2100007,QM4582,新技术申请,哈尔滨生物能源公司,中国生物能源杂志,https://www.chinabiofuels.com/,2024-09-23,
2023SR0274821,DB/T5679-2023,人工智能药物发现,药物研发,已完成,第二阶段,计算机模拟,北京数字健康公司,北京师范大学,2023-06-10,2023-06-20,2024-06-19,2024-10-12,北京数字健康公司,GHZYLZC2100008,DP6573,新技术申请,北京数字健康公司,药物研发期刊,https://www.drugdiscovery.com/,2024-09-23,
2022SR0192847,DB/T6789-2023,基因合成工厂,基因工程,正在进行,第一阶段,工业化生产,武汉基因科技公司,华中科技大学,2023-05-30,2023-06-15,2024-06-14,2024-10-12,武汉基因科技公司,GHZYLZC2100009,ZX9841,新技术申请,武汉基因科技公司,现代生物技术网,https://www.modernbiotech.cn/,2024-09-23,
2023SR0281645,DB/T7890-2023,合成生物防治技术,生态修复,已完成,第三阶段,现场试验,沈阳环境保护公司,东北大学,2023-07-25,2023-08-01,2024-07-31,2024-10-12,沈阳环境保护公司,GHZYLZC2100010,RP3308,新技术申请,沈阳环境保护公司,环境科学期刊,https://www.envsci.com/,2024-09-23,
2022SR0187621,DB/T8910-2023,合成微生物合成抗体,免疫生物技术,正在进行,第一阶段,实验室研究,青岛生物制药公司,山东大学,2023-08-10,2023-08-15,2024-08-14,2024-10-12,青岛生物制药公司,GHZYLZC2100011,HT1945,新技术申请,青岛生物制药公司,生物医药云,https://www.biomedcloud.com/,2024-09-23,
2023SR0278350,DB/T4321-2023,合成抗体药物,药物开发,正在进行,第一阶段,临床研究,广州生物医学工程公司,中山大学,2023-03-15,2023-04-10,2024-04-09,2024-10-12,广州生物医学工程公司,GHZYLZC2100002,VN5872,新药申请,广州生物医学工程公司,生物药物杂志,https://www.biopharmjournal.cn/,2024-09-23,
2022SR0293846,DB/T8765-2023,合成生物燃料,能源工程,正在进行,第二阶段,工业化生产,成都可再生能源公司,四川大学,2023-04-20,2023-05-05,2025-05-04,2024-10-12,成都可再生能源公司,GHZYLZC2100003,EK7216,新技术申请,成都可再生能源公司,清洁能源日报,https://www.cleanenergynews.cn/,2024-09-23,
